gene	strain_count	frequency_percent
Strep_C24407	1	11.11111111111111
Strep_C24406	1	11.11111111111111
Strep_C24405	1	11.11111111111111
Strep_C24403	1	11.11111111111111
Strep_C24402	1	11.11111111111111
Strep_C24401	1	11.11111111111111
Strep_C24400	1	11.11111111111111
Strep_C243	1	11.11111111111111
Strep_C24490	1	11.11111111111111
Strep_C24491	1	11.11111111111111
Strep_C24492	1	11.11111111111111
Strep_C24562	1	11.11111111111111
Strep_C24570	1	11.11111111111111
Strep_C2456	1	11.11111111111111
Strep_C24569	1	11.11111111111111
Strep_C24568	1	11.11111111111111
Strep_C24567	1	11.11111111111111
Strep_C24565	1	11.11111111111111
Strep_C24564	1	11.11111111111111
Strep_C24563	1	11.11111111111111
Strep_C24561	1	11.11111111111111
Strep_C24552	1	11.11111111111111
Strep_C24560	1	11.11111111111111
Strep_C2455	1	11.11111111111111
Strep_C24559	1	11.11111111111111
Strep_C24558	1	11.11111111111111
Strep_C24557	1	11.11111111111111
Strep_C24556	1	11.11111111111111
Strep_C24555	1	11.11111111111111
Strep_C24554	1	11.11111111111111
Strep_C24571	1	11.11111111111111
Strep_C24572	1	11.11111111111111
Strep_C24573	1	11.11111111111111
Strep_C24577	1	11.11111111111111
Strep_C24596	1	11.11111111111111
Strep_C24595	1	11.11111111111111
Strep_C24594	1	11.11111111111111
Strep_C24593	1	11.11111111111111
Strep_C24592	1	11.11111111111111
Strep_C24591	1	11.11111111111111
Strep_C24590	1	11.11111111111111
Strep_C24588	1	11.11111111111111
Strep_C24587	1	11.11111111111111
Strep_C24586	1	11.11111111111111
Strep_C24585	1	11.11111111111111
Strep_C24583	1	11.11111111111111
Strep_C24582	1	11.11111111111111
Strep_C24581	1	11.11111111111111
Strep_C24580	1	11.11111111111111
Strep_C24579	1	11.11111111111111
Strep_C24578	1	11.11111111111111
Strep_C24553	1	11.11111111111111
Strep_C24551	1	11.11111111111111
Strep_C24493	1	11.11111111111111
Strep_C24504	1	11.11111111111111
Strep_C24516	1	11.11111111111111
Strep_C24515	1	11.11111111111111
Strep_C24513	1	11.11111111111111
Strep_C24511	1	11.11111111111111
Strep_C2450	1	11.11111111111111
Strep_C24508	1	11.11111111111111
Strep_C24507	1	11.11111111111111
Strep_C24505	1	11.11111111111111
Strep_C24503	1	11.11111111111111
Strep_C24550	1	11.11111111111111
Strep_C24502	1	11.11111111111111
Strep_C24501	1	11.11111111111111
Strep_C244	1	11.11111111111111
Strep_C24499	1	11.11111111111111
Strep_C24498	1	11.11111111111111
Strep_C24496	1	11.11111111111111
Strep_C24495	1	11.11111111111111
Strep_C24494	1	11.11111111111111
Strep_C24518	1	11.11111111111111
Strep_C24519	1	11.11111111111111
Strep_C2451	1	11.11111111111111
Strep_C24520	1	11.11111111111111
Strep_C2454	1	11.11111111111111
Strep_C24549	1	11.11111111111111
Strep_C24547	1	11.11111111111111
Strep_C24546	1	11.11111111111111
Strep_C24545	1	11.11111111111111
Strep_C24544	1	11.11111111111111
Strep_C24543	1	11.11111111111111
Strep_C24540	1	11.11111111111111
Strep_C24538	1	11.11111111111111
Strep_C24536	1	11.11111111111111
Strep_C24534	1	11.11111111111111
Strep_C24530	1	11.11111111111111
Strep_C24525	1	11.11111111111111
Strep_C24524	1	11.11111111111111
Strep_C24523	1	11.11111111111111
Strep_C24522	1	11.11111111111111
Strep_C24521	1	11.11111111111111
Strep_C2435	1	11.11111111111111
Strep_C24357	1	11.11111111111111
Strep_C24118	1	11.11111111111111
Strep_C24185	1	11.11111111111111
Strep_C24193	1	11.11111111111111
Strep_C24192	1	11.11111111111111
Strep_C24190	1	11.11111111111111
Strep_C2418	1	11.11111111111111
Strep_C24189	1	11.11111111111111
Strep_C24188	1	11.11111111111111
Strep_C24187	1	11.11111111111111
Strep_C24186	1	11.11111111111111
Strep_C24184	1	11.11111111111111
Strep_C24195	1	11.11111111111111
Strep_C24183	1	11.11111111111111
Strep_C24182	1	11.11111111111111
Strep_C24181	1	11.11111111111111
Strep_C2417	1	11.11111111111111
Strep_C24179	1	11.11111111111111
Strep_C24173	1	11.11111111111111
Strep_C24171	1	11.11111111111111
Strep_C24166	1	11.11111111111111
Strep_C24194	1	11.11111111111111
Strep_C24196	1	11.11111111111111
Strep_C24353	1	11.11111111111111
Strep_C24211	1	11.11111111111111
Strep_C24226	1	11.11111111111111
Strep_C24225	1	11.11111111111111
Strep_C24224	1	11.11111111111111
Strep_C24223	1	11.11111111111111
Strep_C24221	1	11.11111111111111
Strep_C24219	1	11.11111111111111
Strep_C24216	1	11.11111111111111
Strep_C24214	1	11.11111111111111
Strep_C2420	1	11.11111111111111
Strep_C24197	1	11.11111111111111
Strep_C24207	1	11.11111111111111
Strep_C24206	1	11.11111111111111
Strep_C24202	1	11.11111111111111
Strep_C24200	1	11.11111111111111
Strep_C241	1	11.11111111111111
Strep_C2419	1	11.11111111111111
Strep_C24199	1	11.11111111111111
Strep_C24198	1	11.11111111111111
Strep_C24165	1	11.11111111111111
Strep_C24164	1	11.11111111111111
Strep_C24163	1	11.11111111111111
Strep_C24129	1	11.11111111111111
Strep_C24138	1	11.11111111111111
Strep_C24137	1	11.11111111111111
Strep_C24136	1	11.11111111111111
Strep_C24135	1	11.11111111111111
Strep_C24134	1	11.11111111111111
Strep_C24132	1	11.11111111111111
Strep_C24131	1	11.11111111111111
Strep_C24130	1	11.11111111111111
Strep_C24128	1	11.11111111111111
Strep_C24161	1	11.11111111111111
Strep_C24127	1	11.11111111111111
Strep_C24126	1	11.11111111111111
Strep_C24125	1	11.11111111111111
Strep_C24124	1	11.11111111111111
Strep_C24122	1	11.11111111111111
Strep_C24121	1	11.11111111111111
Strep_C24120	1	11.11111111111111
Strep_C24119	1	11.11111111111111
Strep_C24139	1	11.11111111111111
Strep_C24140	1	11.11111111111111
Strep_C24141	1	11.11111111111111
Strep_C24142	1	11.11111111111111
Strep_C24159	1	11.11111111111111
Strep_C24158	1	11.11111111111111
Strep_C24157	1	11.11111111111111
Strep_C24156	1	11.11111111111111
Strep_C24155	1	11.11111111111111
Strep_C24154	1	11.11111111111111
Strep_C24153	1	11.11111111111111
Strep_C24152	1	11.11111111111111
Strep_C24150	1	11.11111111111111
Strep_C2414	1	11.11111111111111
Strep_C24149	1	11.11111111111111
Strep_C24148	1	11.11111111111111
Strep_C24147	1	11.11111111111111
Strep_C24146	1	11.11111111111111
Strep_C24145	1	11.11111111111111
Strep_C24144	1	11.11111111111111
Strep_C24143	1	11.11111111111111
Strep_C24227	1	11.11111111111111
Strep_C24228	1	11.11111111111111
Strep_C24231	1	11.11111111111111
Strep_C24315	1	11.11111111111111
Strep_C24325	1	11.11111111111111
Strep_C24324	1	11.11111111111111
Strep_C24323	1	11.11111111111111
Strep_C24322	1	11.11111111111111
Strep_C24320	1	11.11111111111111
Strep_C24319	1	11.11111111111111
Strep_C24317	1	11.11111111111111
Strep_C24316	1	11.11111111111111
Strep_C24314	1	11.11111111111111
Strep_C24303	1	11.11111111111111
Strep_C24313	1	11.11111111111111
Strep_C24312	1	11.11111111111111
Strep_C24311	1	11.11111111111111
Strep_C24309	1	11.11111111111111
Strep_C24308	1	11.11111111111111
Strep_C24307	1	11.11111111111111
Strep_C24306	1	11.11111111111111
Strep_C24305	1	11.11111111111111
Strep_C24326	1	11.11111111111111
Strep_C24327	1	11.11111111111111
Strep_C24328	1	11.11111111111111
Strep_C24329	1	11.11111111111111
Strep_C24352	1	11.11111111111111
Strep_C24350	1	11.11111111111111
Strep_C24349	1	11.11111111111111
Strep_C24347	1	11.11111111111111
Strep_C24346	1	11.11111111111111
Strep_C24344	1	11.11111111111111
Strep_C24343	1	11.11111111111111
Strep_C24342	1	11.11111111111111
Strep_C24341	1	11.11111111111111
Strep_C24340	1	11.11111111111111
Strep_C24338	1	11.11111111111111
Strep_C24335	1	11.11111111111111
Strep_C24334	1	11.11111111111111
Strep_C24333	1	11.11111111111111
Strep_C24332	1	11.11111111111111
Strep_C24330	1	11.11111111111111
Strep_C2432	1	11.11111111111111
Strep_C24304	1	11.11111111111111
Strep_C24302	1	11.11111111111111
Strep_C24232	1	11.11111111111111
Strep_C24253	1	11.11111111111111
Strep_C24269	1	11.11111111111111
Strep_C24268	1	11.11111111111111
Strep_C24265	1	11.11111111111111
Strep_C24262	1	11.11111111111111
Strep_C24261	1	11.11111111111111
Strep_C24259	1	11.11111111111111
Strep_C24256	1	11.11111111111111
Strep_C24254	1	11.11111111111111
Strep_C24252	1	11.11111111111111
Strep_C2429	1	11.11111111111111
Strep_C24249	1	11.11111111111111
Strep_C24246	1	11.11111111111111
Strep_C2423	1	11.11111111111111
Strep_C24237	1	11.11111111111111
Strep_C24236	1	11.11111111111111
Strep_C24235	1	11.11111111111111
Strep_C24234	1	11.11111111111111
Strep_C24233	1	11.11111111111111
Strep_C2426	1	11.11111111111111
Strep_C24270	1	11.11111111111111
Strep_C24271	1	11.11111111111111
Strep_C24272	1	11.11111111111111
Strep_C24291	1	11.11111111111111
Strep_C2428	1	11.11111111111111
Strep_C24289	1	11.11111111111111
Strep_C24288	1	11.11111111111111
Strep_C24287	1	11.11111111111111
Strep_C24286	1	11.11111111111111
Strep_C24284	1	11.11111111111111
Strep_C24283	1	11.11111111111111
Strep_C24281	1	11.11111111111111
Strep_C24280	1	11.11111111111111
Strep_C24279	1	11.11111111111111
Strep_C24278	1	11.11111111111111
Strep_C24277	1	11.11111111111111
Strep_C24276	1	11.11111111111111
Strep_C24275	1	11.11111111111111
Strep_C24274	1	11.11111111111111
Strep_C24273	1	11.11111111111111
Strep_C25596	1	11.11111111111111
Strep_C25598	1	11.11111111111111
Strep_C25599	1	11.11111111111111
Strep_C26809	1	11.11111111111111
Strep_C26819	1	11.11111111111111
Strep_C26817	1	11.11111111111111
Strep_C26816	1	11.11111111111111
Strep_C26815	1	11.11111111111111
Strep_C26813	1	11.11111111111111
Strep_C26812	1	11.11111111111111
Strep_C26811	1	11.11111111111111
Strep_C26810	1	11.11111111111111
Strep_C26808	1	11.11111111111111
Strep_C26825	1	11.11111111111111
Strep_C26807	1	11.11111111111111
Strep_C26806	1	11.11111111111111
Strep_C26805	1	11.11111111111111
Strep_C26804	1	11.11111111111111
Strep_C26803	1	11.11111111111111
Strep_C26802	1	11.11111111111111
Strep_C26801	1	11.11111111111111
Strep_C267	1	11.11111111111111
Strep_C26824	1	11.11111111111111
Strep_C26826	1	11.11111111111111
Strep_C26739	1	11.11111111111111
Strep_C2683	1	11.11111111111111
Strep_C26849	1	11.11111111111111
Strep_C26848	1	11.11111111111111
Strep_C26847	1	11.11111111111111
Strep_C26846	1	11.11111111111111
Strep_C26845	1	11.11111111111111
Strep_C26844	1	11.11111111111111
Strep_C26842	1	11.11111111111111
Strep_C26840	1	11.11111111111111
Strep_C26839	1	11.11111111111111
Strep_C26827	1	11.11111111111111
Strep_C26838	1	11.11111111111111
Strep_C26837	1	11.11111111111111
Strep_C26836	1	11.11111111111111
Strep_C26835	1	11.11111111111111
Strep_C26833	1	11.11111111111111
Strep_C26832	1	11.11111111111111
Strep_C26831	1	11.11111111111111
Strep_C26829	1	11.11111111111111
Strep_C2679	1	11.11111111111111
Strep_C26798	1	11.11111111111111
Strep_C26797	1	11.11111111111111
Strep_C26757	1	11.11111111111111
Strep_C26768	1	11.11111111111111
Strep_C26766	1	11.11111111111111
Strep_C26765	1	11.11111111111111
Strep_C26764	1	11.11111111111111
Strep_C26762	1	11.11111111111111
Strep_C26761	1	11.11111111111111
Strep_C26760	1	11.11111111111111
Strep_C26758	1	11.11111111111111
Strep_C26754	1	11.11111111111111
Strep_C26796	1	11.11111111111111
Strep_C26752	1	11.11111111111111
Strep_C2674	1	11.11111111111111
Strep_C26748	1	11.11111111111111
Strep_C26747	1	11.11111111111111
Strep_C26744	1	11.11111111111111
Strep_C26743	1	11.11111111111111
Strep_C26742	1	11.11111111111111
Strep_C26740	1	11.11111111111111
Strep_C26769	1	11.11111111111111
Strep_C26770	1	11.11111111111111
Strep_C26771	1	11.11111111111111
Strep_C26773	1	11.11111111111111
Strep_C26795	1	11.11111111111111
Strep_C26793	1	11.11111111111111
Strep_C26792	1	11.11111111111111
Strep_C26791	1	11.11111111111111
Strep_C26790	1	11.11111111111111
Strep_C26789	1	11.11111111111111
Strep_C26785	1	11.11111111111111
Strep_C26784	1	11.11111111111111
Strep_C26783	1	11.11111111111111
Strep_C26782	1	11.11111111111111
Strep_C26781	1	11.11111111111111
Strep_C26780	1	11.11111111111111
Strep_C26778	1	11.11111111111111
Strep_C26777	1	11.11111111111111
Strep_C26776	1	11.11111111111111
Strep_C26775	1	11.11111111111111
Strep_C26774	1	11.11111111111111
Strep_C26850	1	11.11111111111111
Strep_C26851	1	11.11111111111111
Strep_C26852	1	11.11111111111111
Strep_C26914	1	11.11111111111111
Strep_C26924	1	11.11111111111111
Strep_C26923	1	11.11111111111111
Strep_C26922	1	11.11111111111111
Strep_C26921	1	11.11111111111111
Strep_C2691	1	11.11111111111111
Strep_C26919	1	11.11111111111111
Strep_C26918	1	11.11111111111111
Strep_C26915	1	11.11111111111111
Strep_C26913	1	11.11111111111111
Strep_C26903	1	11.11111111111111
Strep_C26912	1	11.11111111111111
Strep_C26911	1	11.11111111111111
Strep_C26910	1	11.11111111111111
Strep_C2690	1	11.11111111111111
Strep_C26909	1	11.11111111111111
Strep_C26908	1	11.11111111111111
Strep_C26907	1	11.11111111111111
Strep_C26906	1	11.11111111111111
Strep_C26925	1	11.11111111111111
Strep_C26926	1	11.11111111111111
Strep_C26927	1	11.11111111111111
Strep_C26928	1	11.11111111111111
Strep_C26945	1	11.11111111111111
Strep_C26943	1	11.11111111111111
Strep_C26942	1	11.11111111111111
Strep_C26941	1	11.11111111111111
Strep_C26940	1	11.11111111111111
Strep_C2693	1	11.11111111111111
Strep_C26939	1	11.11111111111111
Strep_C26938	1	11.11111111111111
Strep_C26937	1	11.11111111111111
Strep_C26936	1	11.11111111111111
Strep_C26935	1	11.11111111111111
Strep_C26934	1	11.11111111111111
Strep_C26933	1	11.11111111111111
Strep_C26932	1	11.11111111111111
Strep_C26931	1	11.11111111111111
Strep_C26930	1	11.11111111111111
Strep_C26929	1	11.11111111111111
Strep_C26905	1	11.11111111111111
Strep_C26902	1	11.11111111111111
Strep_C26853	1	11.11111111111111
Strep_C26866	1	11.11111111111111
Strep_C26875	1	11.11111111111111
Strep_C26874	1	11.11111111111111
Strep_C26873	1	11.11111111111111
Strep_C26872	1	11.11111111111111
Strep_C26871	1	11.11111111111111
Strep_C26869	1	11.11111111111111
Strep_C26868	1	11.11111111111111
Strep_C26867	1	11.11111111111111
Strep_C26865	1	11.11111111111111
Strep_C26901	1	11.11111111111111
Strep_C26864	1	11.11111111111111
Strep_C26863	1	11.11111111111111
Strep_C26861	1	11.11111111111111
Strep_C26860	1	11.11111111111111
Strep_C26859	1	11.11111111111111
Strep_C26856	1	11.11111111111111
Strep_C26855	1	11.11111111111111
Strep_C26854	1	11.11111111111111
Strep_C26876	1	11.11111111111111
Strep_C26879	1	11.11111111111111
Strep_C2687	1	11.11111111111111
Strep_C26882	1	11.11111111111111
Strep_C26900	1	11.11111111111111
Strep_C268	1	11.11111111111111
Strep_C2689	1	11.11111111111111
Strep_C26899	1	11.11111111111111
Strep_C26898	1	11.11111111111111
Strep_C26896	1	11.11111111111111
Strep_C26895	1	11.11111111111111
Strep_C26894	1	11.11111111111111
Strep_C26893	1	11.11111111111111
Strep_C26892	1	11.11111111111111
Strep_C26891	1	11.11111111111111
Strep_C26890	1	11.11111111111111
Strep_C26889	1	11.11111111111111
Strep_C26888	1	11.11111111111111
Strep_C26887	1	11.11111111111111
Strep_C26885	1	11.11111111111111
Strep_C26883	1	11.11111111111111
Strep_C2673	1	11.11111111111111
Strep_C26738	1	11.11111111111111
Strep_C26949	1	11.11111111111111
Strep_C26592	1	11.11111111111111
Strep_C26600	1	11.11111111111111
Strep_C265	1	11.11111111111111
Strep_C2659	1	11.11111111111111
Strep_C26599	1	11.11111111111111
Strep_C26598	1	11.11111111111111
Strep_C26596	1	11.11111111111111
Strep_C26595	1	11.11111111111111
Strep_C26594	1	11.11111111111111
Strep_C26587	1	11.11111111111111
Strep_C26606	1	11.11111111111111
Strep_C26586	1	11.11111111111111
Strep_C26585	1	11.11111111111111
Strep_C26584	1	11.11111111111111
Strep_C26583	1	11.11111111111111
Strep_C26582	1	11.11111111111111
Strep_C26581	1	11.11111111111111
Strep_C26580	1	11.11111111111111
Strep_C26579	1	11.11111111111111
Strep_C26601	1	11.11111111111111
Strep_C26607	1	11.11111111111111
Strep_C26737	1	11.11111111111111
Strep_C26620	1	11.11111111111111
Strep_C26630	1	11.11111111111111
Strep_C26629	1	11.11111111111111
Strep_C26628	1	11.11111111111111
Strep_C26627	1	11.11111111111111
Strep_C26626	1	11.11111111111111
Strep_C26625	1	11.11111111111111
Strep_C26624	1	11.11111111111111
Strep_C26623	1	11.11111111111111
Strep_C2661	1	11.11111111111111
Strep_C26608	1	11.11111111111111
Strep_C26617	1	11.11111111111111
Strep_C26616	1	11.11111111111111
Strep_C26615	1	11.11111111111111
Strep_C26614	1	11.11111111111111
Strep_C26613	1	11.11111111111111
Strep_C26612	1	11.11111111111111
Strep_C26611	1	11.11111111111111
Strep_C26610	1	11.11111111111111
Strep_C26578	1	11.11111111111111
Strep_C26576	1	11.11111111111111
Strep_C26575	1	11.11111111111111
Strep_C26534	1	11.11111111111111
Strep_C26547	1	11.11111111111111
Strep_C26545	1	11.11111111111111
Strep_C26544	1	11.11111111111111
Strep_C26542	1	11.11111111111111
Strep_C26541	1	11.11111111111111
Strep_C26540	1	11.11111111111111
Strep_C26539	1	11.11111111111111
Strep_C26538	1	11.11111111111111
Strep_C26533	1	11.11111111111111
Strep_C26574	1	11.11111111111111
Strep_C26532	1	11.11111111111111
Strep_C26531	1	11.11111111111111
Strep_C26530	1	11.11111111111111
Strep_C26529	1	11.11111111111111
Strep_C26528	1	11.11111111111111
Strep_C26527	1	11.11111111111111
Strep_C26525	1	11.11111111111111
Strep_C26524	1	11.11111111111111
Strep_C26548	1	11.11111111111111
Strep_C26549	1	11.11111111111111
Strep_C2654	1	11.11111111111111
Strep_C26550	1	11.11111111111111
Strep_C26573	1	11.11111111111111
Strep_C26572	1	11.11111111111111
Strep_C26571	1	11.11111111111111
Strep_C26570	1	11.11111111111111
Strep_C26569	1	11.11111111111111
Strep_C26568	1	11.11111111111111
Strep_C26567	1	11.11111111111111
Strep_C26566	1	11.11111111111111
Strep_C26565	1	11.11111111111111
Strep_C26564	1	11.11111111111111
Strep_C26563	1	11.11111111111111
Strep_C26562	1	11.11111111111111
Strep_C26561	1	11.11111111111111
Strep_C2655	1	11.11111111111111
Strep_C26559	1	11.11111111111111
Strep_C26558	1	11.11111111111111
Strep_C26557	1	11.11111111111111
Strep_C26631	1	11.11111111111111
Strep_C26632	1	11.11111111111111
Strep_C26633	1	11.11111111111111
Strep_C266	1	11.11111111111111
Strep_C26707	1	11.11111111111111
Strep_C26706	1	11.11111111111111
Strep_C26705	1	11.11111111111111
Strep_C26704	1	11.11111111111111
Strep_C26703	1	11.11111111111111
Strep_C26702	1	11.11111111111111
Strep_C26701	1	11.11111111111111
Strep_C26700	1	11.11111111111111
Strep_C26699	1	11.11111111111111
Strep_C26689	1	11.11111111111111
Strep_C26698	1	11.11111111111111
Strep_C26697	1	11.11111111111111
Strep_C26696	1	11.11111111111111
Strep_C26695	1	11.11111111111111
Strep_C26694	1	11.11111111111111
Strep_C26693	1	11.11111111111111
Strep_C26692	1	11.11111111111111
Strep_C26691	1	11.11111111111111
Strep_C26708	1	11.11111111111111
Strep_C26709	1	11.11111111111111
Strep_C2670	1	11.11111111111111
Strep_C26710	1	11.11111111111111
Strep_C26736	1	11.11111111111111
Strep_C26735	1	11.11111111111111
Strep_C26733	1	11.11111111111111
Strep_C26732	1	11.11111111111111
Strep_C26731	1	11.11111111111111
Strep_C26727	1	11.11111111111111
Strep_C26725	1	11.11111111111111
Strep_C26723	1	11.11111111111111
Strep_C26719	1	11.11111111111111
Strep_C26718	1	11.11111111111111
Strep_C26717	1	11.11111111111111
Strep_C26716	1	11.11111111111111
Strep_C26715	1	11.11111111111111
Strep_C26714	1	11.11111111111111
Strep_C26713	1	11.11111111111111
Strep_C26712	1	11.11111111111111
Strep_C26711	1	11.11111111111111
Strep_C26690	1	11.11111111111111
Strep_C26688	1	11.11111111111111
Strep_C26634	1	11.11111111111111
Strep_C26644	1	11.11111111111111
Strep_C26656	1	11.11111111111111
Strep_C26654	1	11.11111111111111
Strep_C26653	1	11.11111111111111
Strep_C26651	1	11.11111111111111
Strep_C26650	1	11.11111111111111
Strep_C2664	1	11.11111111111111
Strep_C26647	1	11.11111111111111
Strep_C26646	1	11.11111111111111
Strep_C26642	1	11.11111111111111
Strep_C26685	1	11.11111111111111
Strep_C26641	1	11.11111111111111
Strep_C26640	1	11.11111111111111
Strep_C2663	1	11.11111111111111
Strep_C26639	1	11.11111111111111
Strep_C26638	1	11.11111111111111
Strep_C26637	1	11.11111111111111
Strep_C26636	1	11.11111111111111
Strep_C26635	1	11.11111111111111
Strep_C26657	1	11.11111111111111
Strep_C26658	1	11.11111111111111
Strep_C26659	1	11.11111111111111
Strep_C2665	1	11.11111111111111
Strep_C26682	1	11.11111111111111
Strep_C2667	1	11.11111111111111
Strep_C26675	1	11.11111111111111
Strep_C26673	1	11.11111111111111
Strep_C26672	1	11.11111111111111
Strep_C26671	1	11.11111111111111
Strep_C26670	1	11.11111111111111
Strep_C2666	1	11.11111111111111
Strep_C26669	1	11.11111111111111
Strep_C26668	1	11.11111111111111
Strep_C26667	1	11.11111111111111
Strep_C26666	1	11.11111111111111
Strep_C26665	1	11.11111111111111
Strep_C26664	1	11.11111111111111
Strep_C26663	1	11.11111111111111
Strep_C26662	1	11.11111111111111
Strep_C26661	1	11.11111111111111
Strep_C26948	1	11.11111111111111
Strep_C26951	1	11.11111111111111
Strep_C25600	1	11.11111111111111
Strep_C27243	1	11.11111111111111
Strep_C27253	1	11.11111111111111
Strep_C27252	1	11.11111111111111
Strep_C27251	1	11.11111111111111
Strep_C27248	1	11.11111111111111
Strep_C27247	1	11.11111111111111
Strep_C27246	1	11.11111111111111
Strep_C27245	1	11.11111111111111
Strep_C27244	1	11.11111111111111
Strep_C27242	1	11.11111111111111
Strep_C27257	1	11.11111111111111
Strep_C27241	1	11.11111111111111
Strep_C27239	1	11.11111111111111
Strep_C27238	1	11.11111111111111
Strep_C27237	1	11.11111111111111
Strep_C27236	1	11.11111111111111
Strep_C27235	1	11.11111111111111
Strep_C27234	1	11.11111111111111
Strep_C27233	1	11.11111111111111
Strep_C27255	1	11.11111111111111
Strep_C2725	1	11.11111111111111
Strep_C27176	1	11.11111111111111
Strep_C27279	1	11.11111111111111
Strep_C27286	1	11.11111111111111
Strep_C27285	1	11.11111111111111
Strep_C27284	1	11.11111111111111
Strep_C27283	1	11.11111111111111
Strep_C27282	1	11.11111111111111
Strep_C27281	1	11.11111111111111
Strep_C27280	1	11.11111111111111
Strep_C2727	1	11.11111111111111
Strep_C27278	1	11.11111111111111
Strep_C27265	1	11.11111111111111
Strep_C27276	1	11.11111111111111
Strep_C27275	1	11.11111111111111
Strep_C27274	1	11.11111111111111
Strep_C27273	1	11.11111111111111
Strep_C27272	1	11.11111111111111
Strep_C27271	1	11.11111111111111
Strep_C27267	1	11.11111111111111
Strep_C27266	1	11.11111111111111
Strep_C27232	1	11.11111111111111
Strep_C27231	1	11.11111111111111
Strep_C27230	1	11.11111111111111
Strep_C27189	1	11.11111111111111
Strep_C27199	1	11.11111111111111
Strep_C27196	1	11.11111111111111
Strep_C27195	1	11.11111111111111
Strep_C27194	1	11.11111111111111
Strep_C27193	1	11.11111111111111
Strep_C27191	1	11.11111111111111
Strep_C27190	1	11.11111111111111
Strep_C2718	1	11.11111111111111
Strep_C27188	1	11.11111111111111
Strep_C2722	1	11.11111111111111
Strep_C27187	1	11.11111111111111
Strep_C27186	1	11.11111111111111
Strep_C27185	1	11.11111111111111
Strep_C27184	1	11.11111111111111
Strep_C27180	1	11.11111111111111
Strep_C2717	1	11.11111111111111
Strep_C27179	1	11.11111111111111
Strep_C27178	1	11.11111111111111
Strep_C2719	1	11.11111111111111
Strep_C271	1	11.11111111111111
Strep_C27200	1	11.11111111111111
Strep_C27202	1	11.11111111111111
Strep_C27229	1	11.11111111111111
Strep_C27228	1	11.11111111111111
Strep_C27227	1	11.11111111111111
Strep_C27226	1	11.11111111111111
Strep_C27225	1	11.11111111111111
Strep_C27224	1	11.11111111111111
Strep_C27223	1	11.11111111111111
Strep_C27222	1	11.11111111111111
Strep_C27221	1	11.11111111111111
Strep_C27220	1	11.11111111111111
Strep_C27219	1	11.11111111111111
Strep_C27212	1	11.11111111111111
Strep_C27211	1	11.11111111111111
Strep_C27210	1	11.11111111111111
Strep_C2720	1	11.11111111111111
Strep_C27204	1	11.11111111111111
Strep_C27203	1	11.11111111111111
Strep_C27294	1	11.11111111111111
Strep_C27295	1	11.11111111111111
Strep_C27296	1	11.11111111111111
Strep_C27363	1	11.11111111111111
Strep_C27380	1	11.11111111111111
Strep_C27379	1	11.11111111111111
Strep_C27374	1	11.11111111111111
Strep_C27373	1	11.11111111111111
Strep_C27368	1	11.11111111111111
Strep_C27367	1	11.11111111111111
Strep_C27366	1	11.11111111111111
Strep_C27365	1	11.11111111111111
Strep_C27362	1	11.11111111111111
Strep_C27347	1	11.11111111111111
Strep_C27361	1	11.11111111111111
Strep_C27360	1	11.11111111111111
Strep_C27358	1	11.11111111111111
Strep_C27357	1	11.11111111111111
Strep_C27356	1	11.11111111111111
Strep_C27355	1	11.11111111111111
Strep_C27354	1	11.11111111111111
Strep_C27352	1	11.11111111111111
Strep_C27381	1	11.11111111111111
Strep_C27382	1	11.11111111111111
Strep_C27383	1	11.11111111111111
Strep_C27384	1	11.11111111111111
Strep_C27404	1	11.11111111111111
Strep_C27403	1	11.11111111111111
Strep_C27401	1	11.11111111111111
Strep_C2739	1	11.11111111111111
Strep_C27398	1	11.11111111111111
Strep_C27397	1	11.11111111111111
Strep_C27396	1	11.11111111111111
Strep_C27395	1	11.11111111111111
Strep_C27394	1	11.11111111111111
Strep_C27393	1	11.11111111111111
Strep_C27392	1	11.11111111111111
Strep_C27391	1	11.11111111111111
Strep_C2738	1	11.11111111111111
Strep_C27389	1	11.11111111111111
Strep_C27388	1	11.11111111111111
Strep_C27387	1	11.11111111111111
Strep_C27385	1	11.11111111111111
Strep_C27350	1	11.11111111111111
Strep_C27344	1	11.11111111111111
Strep_C27298	1	11.11111111111111
Strep_C27308	1	11.11111111111111
Strep_C27317	1	11.11111111111111
Strep_C27316	1	11.11111111111111
Strep_C27314	1	11.11111111111111
Strep_C27313	1	11.11111111111111
Strep_C27312	1	11.11111111111111
Strep_C27311	1	11.11111111111111
Strep_C27310	1	11.11111111111111
Strep_C27309	1	11.11111111111111
Strep_C27305	1	11.11111111111111
Strep_C27343	1	11.11111111111111
Strep_C27304	1	11.11111111111111
Strep_C27303	1	11.11111111111111
Strep_C27302	1	11.11111111111111
Strep_C27301	1	11.11111111111111
Strep_C27300	1	11.11111111111111
Strep_C272	1	11.11111111111111
Strep_C2729	1	11.11111111111111
Strep_C27299	1	11.11111111111111
Strep_C27319	1	11.11111111111111
Strep_C27320	1	11.11111111111111
Strep_C27321	1	11.11111111111111
Strep_C27323	1	11.11111111111111
Strep_C27342	1	11.11111111111111
Strep_C27341	1	11.11111111111111
Strep_C27340	1	11.11111111111111
Strep_C2733	1	11.11111111111111
Strep_C27339	1	11.11111111111111
Strep_C27338	1	11.11111111111111
Strep_C27337	1	11.11111111111111
Strep_C27335	1	11.11111111111111
