Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Genome assembly ID	Genome representation
GCF_020026305.1	Streptomyces sp. 135 (strain=135)	2838850	7237	Unknown	Unknown	GCF_020026305.1	full
GCF_018866325.1	Streptomyces sp. YPW6 (strain=YPW6)	2840373	6486	Unknown	Unknown	GCF_018866325.1	full
GCF_024499195.1	Streptomyces sp. G11C(2021) (strain=G11C(2021))	2841662	5835	Unknown	Unknown	GCF_024499195.1	full
GCF_023277965.1	Streptomyces sp. HNA39 (strain=HNA39)	2850561	6139	Unknown	Unknown	GCF_023277965.1	full
GCF_019287315.1	Streptomyces sp. WY228 (strain=WY228)	2855836	7054	Unknown	Unknown	GCF_019287315.1	full
GCF_019599145.1	Streptomyces akebiae (strain=MG28)	2865673	8688	Unknown	Unknown	GCF_019599145.1	full
GCF_019774615.1	Streptomyces sp. BHT-5-2 (strain=BHT-5-2)	2866715	7733	Unknown	Unknown	GCF_019774615.1	full
GCF_020740535.1	Streptomyces profundus (strain=MA3_2.13)	2867410	6107	Unknown	Unknown	GCF_020740535.1	full
GCF_020034615.2	Streptomyces sp. A144 (strain=A144)	2871487	7035	Unknown	Unknown	GCF_020034615.2	full
GCF_021216675.1	Streptomyces gobiensis (strain=1_25)	2875706	5097	Unknown	Unknown	GCF_021216675.1	full
GCF_002128305.1	Streptomyces marincola (strain=SCSIO 03032)	2878388	5341	Unknown	Unknown	GCF_002128305.1	full
GCF_020410765.1	Streptomyces marincola (strain=SCSIO 64649)	2878388	5609	Unknown	Unknown	GCF_020410765.1	full
GCF_020341595.1	Streptomyces sp. WA6-1-16 (strain=WA6-1-16)	2879427	6926	Unknown	Unknown	GCF_020341595.1	full
GCF_023277745.1	Streptomyces halobius (strain=3_2)	2879846	7762	Unknown	Unknown	GCF_023277745.1	full
GCF_020616555.1	Streptomyces longhuiensis (strain=BH-MK-02)	2880933	8831	Unknown	Unknown	GCF_020616555.1	full
GCF_020535385.1	Streptomyces sp. WA1-19 (strain=WA1-19)	2884220	5970	Unknown	Unknown	GCF_020535385.1	full
GCF_025643355.1	Streptomyces sp. SCSIO ZS0520 (strain=SCSIO ZS0520)	2892996	6225	Unknown	Unknown	GCF_025643355.1	full
GCF_023614235.1	Streptomyces sp. MRC013 (strain=MRC013)	2898276	4196	Unknown	Unknown	GCF_023614235.1	full
GCF_029541745.1	Streptomyces sp. LX-29 (strain=LX-29)	2900152	6405	Unknown	Unknown	GCF_029541745.1	full
GCF_021233395.1	Streptomyces sp. HNM0561 (strain=HNM0561)	2903099	9074	Unknown	Unknown	GCF_021233395.1	full
GCF_045160215.1	Streptomyces sp. NBC_00005 (strain=NBC_00005)	2903609	9792	Unknown	Unknown	GCF_045160215.1	full
GCF_045160325.1	Streptomyces sp. NBC_00015 (strain=NBC_00015)	2903611	9185	Unknown	Unknown	GCF_045160325.1	full
GCF_045160415.1	Streptomyces sp. NBC_00024 (strain=NBC_00024)	2903612	9586	Unknown	Unknown	GCF_045160415.1	full
GCF_045160505.1	Streptomyces sp. NBC_00029 (strain=NBC_00029)	2903613	7638	Unknown	Unknown	GCF_045160505.1	full
GCF_045160595.1	Streptomyces sp. NBC_00035 (strain=NBC_00035)	2903614	9026	Unknown	Unknown	GCF_045160595.1	full
GCF_045160715.1	Streptomyces sp. NBC_00040 (strain=NBC_00040)	2903616	7699	Unknown	Unknown	GCF_045160715.1	full
GCF_045160815.1	Streptomyces sp. NBC_00090 (strain=NBC_00090)	2903619	7848	Unknown	Unknown	GCF_045160815.1	full
GCF_045160825.1	Streptomyces sp. NBC_00104 (strain=NBC_00104)	2903621	8791	Unknown	Unknown	GCF_045160825.1	full
GCF_045160835.1	Streptomyces sp. NBC_00105 (strain=NBC_00105)	2903622	8350	Unknown	Unknown	GCF_045160835.1	full
GCF_045160845.1	Streptomyces sp. NBC_00122 (strain=NBC_00122)	2903623	6835	Unknown	Unknown	GCF_045160845.1	full
GCF_045160855.1	Streptomyces sp. NBC_00133 (strain=NBC_00133)	2903624	7704	Unknown	Unknown	GCF_045160855.1	full
GCF_045160865.1	Streptomyces sp. NBC_00138 (strain=NBC_00138)	2903625	6549	Unknown	Unknown	GCF_045160865.1	full
GCF_045160885.1	Streptomyces sp. NBC_00158 (strain=NBC_00158)	2903627	7523	Unknown	Unknown	GCF_045160885.1	full
GCF_024611995.1	Streptomyces sp. NBC_00162 (strain=NBC_00162)	2903629	7776	Unknown	Unknown	GCF_024611995.1	full
GCF_045160915.1	Streptomyces sp. NBC_00169 (strain=NBC_00169)	2903630	8764	Unknown	Unknown	GCF_045160915.1	full
GCF_045160925.1	Streptomyces sp. NBC_00172 (strain=NBC_00172)	2903631	8764	Unknown	Unknown	GCF_045160925.1	full
GCF_036203305.1	Streptomyces sp. NBC_00190 (strain=NBC_00190)	2903634	7809	Unknown	Unknown	GCF_036203305.1	full
GCF_045160965.1	Streptomyces sp. NBC_00207 (strain=NBC_00207)	2903635	8247	Unknown	Unknown	GCF_045160965.1	full
GCF_045160975.1	Streptomyces sp. NBC_00210 (strain=NBC_00210)	2903636	7520	Unknown	Unknown	GCF_045160975.1	full
GCF_036196325.1	Streptomyces sp. NBC_00228 (strain=NBC_00228)	2903637	8745	Unknown	Unknown	GCF_036196325.1	full
GCF_036195325.1	Streptomyces sp. NBC_00234 (strain=NBC_00234)	2903638	7034	Unknown	Unknown	GCF_036195325.1	full
GCF_036195045.1	Streptomyces sp. NBC_00236 (strain=NBC_00236)	2903639	7167	Unknown	Unknown	GCF_036195045.1	full
GCF_036194065.1	Streptomyces sp. NBC_00239 (strain=NBC_00239)	2903640	8020	Unknown	Unknown	GCF_036194065.1	full
GCF_036192275.1	Streptomyces sp. NBC_00250 (strain=NBC_00250)	2903641	8029	Unknown	Unknown	GCF_036192275.1	full
GCF_036182465.1	Streptomyces sp. NBC_00258 (strain=NBC_00258)	2903642	10070	Unknown	Unknown	GCF_036182465.1	full
GCF_036181745.1	Streptomyces sp. NBC_00259 (strain=NBC_00259)	2903643	7016	Unknown	Unknown	GCF_036181745.1	full
GCF_036178145.1	Streptomyces sp. NBC_00273 (strain=NBC_00273)	2903644	8736	Unknown	Unknown	GCF_036178145.1	full
GCF_036208085.1	Streptomyces sp. NBC_00310 (strain=NBC_00310)	2903645	8674	Unknown	Unknown	GCF_036208085.1	full
GCF_036139655.1	Streptomyces sp. NBC_00328 (strain=NBC_00328)	2903646	8097	Unknown	Unknown	GCF_036139655.1	full
GCF_036055215.1	Streptomyces sp. NBC_00391 (strain=NBC_00391)	2903647	8656	Unknown	Unknown	GCF_036055215.1	full
GCF_036014235.1	Streptomyces sp. NBC_00435 (strain=NBC_00435)	2903649	7036	Unknown	Unknown	GCF_036014235.1	full
GCF_036014195.1	Streptomyces sp. NBC_00442 (strain=NBC_00442)	2903651	6742	Unknown	Unknown	GCF_036014195.1	full
GCF_036014115.1	Streptomyces sp. NBC_00448 (strain=NBC_00448)	2903652	7943	Unknown	Unknown	GCF_036014115.1	full
GCF_036014095.1	Streptomyces sp. NBC_00453 (strain=NBC_00453)	2903653	8773	Unknown	Unknown	GCF_036014095.1	full
GCF_036014035.1	Streptomyces sp. NBC_00455 (strain=NBC_00455)	2903654	7288	Unknown	Unknown	GCF_036014035.1	full
GCF_041433995.1	Streptomyces sp. NBC_00466 (strain=NBC 00466)	2903655	6586	Unknown	Unknown	GCF_041433995.1	full
GCF_036013665.1	Streptomyces sp. NBC_00487 (strain=NBC_00487)	2903656	8779	Unknown	Unknown	GCF_036013665.1	full
GCF_036013645.1	Streptomyces sp. NBC_00490 (strain=NBC_00490)	2903657	9535	Unknown	Unknown	GCF_036013645.1	full
GCF_036013585.1	Streptomyces sp. NBC_00496 (strain=NBC_00496)	2903658	7840	Unknown	Unknown	GCF_036013585.1	full
GCF_036346895.1	Streptomyces sp. NBC_00503 (strain=NBC_00503)	2903659	7521	Unknown	Unknown	GCF_036346895.1	full
GCF_036346595.1	Streptomyces sp. NBC_00525 (strain=NBC_00525)	2903660	6025	Unknown	Unknown	GCF_036346595.1	full
GCF_041431135.1	Streptomyces sp. NBC_00554 (strain=NBC 00554)	2903661	8705	Unknown	Unknown	GCF_041431135.1	full
GCF_036345175.1	Streptomyces sp. NBC_00576 (strain=NBC_00576)	2903665	9033	Unknown	Unknown	GCF_036345175.1	full
GCF_045161545.1	Streptomyces sp. NBC_00637 (strain=NBC 00637)	2903667	7930	Unknown	Unknown	GCF_045161545.1	full
GCF_045161715.1	Streptomyces sp. NBC_00656 (strain=NBC 00656)	2903668	7910	Unknown	Unknown	GCF_045161715.1	full
GCF_036226925.1	Streptomyces sp. NBC_00659 (strain=NBC 00659)	2903669	8020	Unknown	Unknown	GCF_036226925.1	full
GCF_036226745.1	Streptomyces sp. NBC_00683 (strain=NBC_00683)	2903670	7209	Unknown	Unknown	GCF_036226745.1	full
GCF_036226665.1	Streptomyces sp. NBC_00691 (strain=NBC_00691)	2903671	7245	Unknown	Unknown	GCF_036226665.1	full
GCF_036226645.1	Streptomyces sp. NBC_00696 (strain=NBC_00696)	2903672	9330	Unknown	Unknown	GCF_036226645.1	full
GCF_045161725.1	Streptomyces sp. NBC_00723 (strain=NBC_00723)	2903673	8725	Unknown	Unknown	GCF_045161725.1	full
GCF_045161735.1	Streptomyces sp. NBC_00726 (strain=NBC_00726)	2903674	5916	Unknown	Unknown	GCF_045161735.1	full
GCF_045161745.1	Streptomyces sp. NBC_00727 (strain=NBC_00727)	2903675	6268	Unknown	Unknown	GCF_045161745.1	full
GCF_045161755.1	Streptomyces sp. NBC_00728 (strain=NBC_00728)	2903676	7983	Unknown	Unknown	GCF_045161755.1	full
GCF_045161775.1	Streptomyces sp. NBC_00827 (strain=NBC_00827)	2903677	8263	Unknown	Unknown	GCF_045161775.1	full
GCF_045161785.1	Streptomyces sp. NBC_00828 (strain=NBC_00828)	2903678	9065	Unknown	Unknown	GCF_045161785.1	full
GCF_045161795.1	Streptomyces sp. NBC_00829 (strain=NBC_00829)	2903679	7777	Unknown	Unknown	GCF_045161795.1	full
GCF_045161835.1	Streptomyces sp. NBC_00838 (strain=NBC_00838)	2903680	7149	Unknown	Unknown	GCF_045161835.1	full
GCF_045287305.1	Streptomyces sp. NBC_00853 (strain=NBC_00853)	2903681	7501	Unknown	Unknown	GCF_045287305.1	full
GCF_045161865.1	Streptomyces sp. NBC_00859 (strain=NBC_00859)	2903682	6707	Unknown	Unknown	GCF_045161865.1	full
GCF_045161895.1	Streptomyces sp. NBC_00868 (strain=NBC_00868)	2903683	8466	Unknown	Unknown	GCF_045161895.1	full
GCF_036346935.1	Streptomyces sp. NBC_00869 (strain=NBC_00869)	2903684	6707	Unknown	Unknown	GCF_036346935.1	full
GCF_045161905.1	Streptomyces sp. NBC_00870 (strain=NBC_00870)	2903685	6729	Unknown	Unknown	GCF_045161905.1	full
GCF_045161915.1	Streptomyces sp. NBC_00872 (strain=NBC_00872)	2903686	7345	Unknown	Unknown	GCF_045161915.1	full
GCF_045161925.1	Streptomyces sp. NBC_00890 (strain=NBC_00890)	2903687	6730	Unknown	Unknown	GCF_045161925.1	full
GCF_045162125.1	Streptomyces sp. NBC_00932 (strain=NBC_00932)	2903690	7287	Unknown	Unknown	GCF_045162125.1	full
GCF_045162215.1	Streptomyces sp. NBC_00963 (strain=NBC_00963)	2903697	7319	Unknown	Unknown	GCF_045162215.1	full
GCF_045162475.1	Streptomyces sp. NBC_00984 (strain=NBC_00984)	2903700	8436	Unknown	Unknown	GCF_045162475.1	full
GCF_045162565.1	Streptomyces sp. NBC_00986 (strain=NBC_00986)	2903702	10134	Unknown	Unknown	GCF_045162565.1	full
GCF_045162615.1	Streptomyces sp. NBC_00987 (strain=NBC_00987)	2903703	8692	Unknown	Unknown	GCF_045162615.1	full
GCF_045162645.1	Streptomyces sp. NBC_00988 (strain=NBC_00988)	2903704	10676	Unknown	Unknown	GCF_045162645.1	full
GCF_045162655.1	Streptomyces sp. NBC_00989 (strain=NBC_00989)	2903705	10504	Unknown	Unknown	GCF_045162655.1	full
GCF_045162675.1	Streptomyces sp. NBC_00996 (strain=NBC_00996)	2903710	9117	Unknown	Unknown	GCF_045162675.1	full
GCF_045162695.1	Streptomyces sp. NBC_01003 (strain=NBC_01003)	2903714	9222	Unknown	Unknown	GCF_045162695.1	full
GCF_045162715.1	Streptomyces sp. NBC_01005 (strain=NBC_01005)	2903715	8633	Unknown	Unknown	GCF_045162715.1	full
GCF_045162725.1	Streptomyces sp. NBC_01006 (strain=NBC_01006)	2903716	8186	Unknown	Unknown	GCF_045162725.1	full
GCF_045162755.1	Streptomyces sp. NBC_01012 (strain=NBC_01012)	2903717	6809	Unknown	Unknown	GCF_045162755.1	full
GCF_045162765.1	Streptomyces sp. NBC_01013 (strain=NBC_01013)	2903718	7027	Unknown	Unknown	GCF_045162765.1	full
GCF_045162775.1	Streptomyces sp. NBC_01014 (strain=NBC_01014)	2903719	6844	Unknown	Unknown	GCF_045162775.1	full
GCF_045162795.1	Streptomyces sp. NBC_01017 (strain=NBC_01017)	2903721	9042	Unknown	Unknown	GCF_045162795.1	full
GCF_045162815.1	Streptomyces sp. NBC_01020 (strain=NBC_01020)	2903722	7177	Unknown	Unknown	GCF_045162815.1	full
GCF_035917295.1	Streptomyces sp. NBC_01022 (strain=NBC_01022)	2903723	8066	Unknown	Unknown	GCF_035917295.1	full
GCF_045162835.1	Streptomyces sp. NBC_01023 (strain=NBC_01023)	2903724	7389	Unknown	Unknown	GCF_045162835.1	full
GCF_045162855.1	Streptomyces sp. NBC_01077 (strain=NBC_01077)	2903746	7976	Unknown	Unknown	GCF_045162855.1	full
GCF_045162975.1	Streptomyces sp. NBC_01089 (strain=NBC_01089)	2903747	7030	Unknown	Unknown	GCF_045162975.1	full
GCF_045039535.1	Streptomyces sp. NBC_01092 (strain=NBC_01092)	2903748	9403	Unknown	Unknown	GCF_045039535.1	full
GCF_045039545.1	Streptomyces sp. NBC_01102 (strain=NBC_01102)	2903749	7350	Unknown	Unknown	GCF_045039545.1	full
GCF_045039565.1	Streptomyces sp. NBC_01104 (strain=NBC_01104)	2903750	7737	Unknown	Unknown	GCF_045039565.1	full
GCF_045276905.1	Streptomyces sp. NBC_01108 (strain=NBC_01108)	2903751	7220	Unknown	Unknown	GCF_045276905.1	full
GCF_041435495.1	Streptomyces sp. NBC_01116 (strain=NBC_01116)	2903752	7331	Unknown	Unknown	GCF_041435495.1	full
GCF_045039645.1	Streptomyces sp. NBC_01124 (strain=NBC_01124)	2903753	7060	Unknown	Unknown	GCF_045039645.1	full
GCF_045039715.1	Streptomyces sp. NBC_01136 (strain=NBC_01136)	2903754	9545	Unknown	Unknown	GCF_045039715.1	full
GCF_045039765.1	Streptomyces sp. NBC_01166 (strain=NBC_01166)	2903755	7943	Unknown	Unknown	GCF_045039765.1	full
GCF_045039775.1	Streptomyces sp. NBC_01167 (strain=NBC_01167)	2903756	7207	Unknown	Unknown	GCF_045039775.1	full
GCF_045039805.1	Streptomyces sp. NBC_01171 (strain=NBC_01171)	2903757	5913	Unknown	Unknown	GCF_045039805.1	full
GCF_045039815.1	Streptomyces sp. NBC_01174 (strain=NBC_01174)	2903758	7261	Unknown	Unknown	GCF_045039815.1	full
GCF_045039825.1	Streptomyces sp. NBC_01176 (strain=NBC_01176)	2903760	8576	Unknown	Unknown	GCF_045039825.1	full
GCF_045039835.1	Streptomyces sp. NBC_01178 (strain=NBC_01178)	2903762	5891	Unknown	Unknown	GCF_045039835.1	full
GCF_045039845.1	Streptomyces sp. NBC_01180 (strain=NBC_01180)	2903763	6683	Unknown	Unknown	GCF_045039845.1	full
GCF_045039875.1	Streptomyces sp. NBC_01185 (strain=NBC_01185)	2903764	7274	Unknown	Unknown	GCF_045039875.1	full
GCF_036013045.1	Streptomyces sp. NBC_01186 (strain=NBC_01186)	2903765	7738	Unknown	Unknown	GCF_036013045.1	full
GCF_045039885.1	Streptomyces sp. NBC_01187 (strain=NBC_01187)	2903766	7882	Unknown	Unknown	GCF_045039885.1	full
GCF_045039895.1	Streptomyces sp. NBC_01190 (strain=NBC_01190)	2903767	6545	Unknown	Unknown	GCF_045039895.1	full
GCF_036010505.1	Streptomyces sp. NBC_01197 (strain=NBC_01197)	2903768	6681	Unknown	Unknown	GCF_036010505.1	full
GCF_036010485.1	Streptomyces sp. NBC_01198 (strain=NBC_01198)	2903769	6727	Unknown	Unknown	GCF_036010485.1	full
GCF_036010445.1	Streptomyces sp. NBC_01201 (strain=NBC_01201)	2903770	7457	Unknown	Unknown	GCF_036010445.1	full
GCF_036010385.1	Streptomyces sp. NBC_01205 (strain=NBC_01205)	2903771	8275	Unknown	Unknown	GCF_036010385.1	full
GCF_036010365.1	Streptomyces sp. NBC_01207 (strain=NBC_01207)	2903772	9445	Unknown	Unknown	GCF_036010365.1	full
GCF_036010345.1	Streptomyces sp. NBC_01208 (strain=NBC_01208)	2903773	7222	Unknown	Unknown	GCF_036010345.1	full
GCF_036010325.1	Streptomyces sp. NBC_01210 (strain=NBC_01210)	2903774	7794	Unknown	Unknown	GCF_036010325.1	full
GCF_036010285.1	Streptomyces sp. NBC_01212 (strain=NBC_01212)	2903775	7035	Unknown	Unknown	GCF_036010285.1	full
GCF_041435475.1	Streptomyces sp. NBC_01213 (strain=NBC_01213)	2903776	7186	Unknown	Unknown	GCF_041435475.1	full
GCF_035994945.1	Streptomyces sp. NBC_01216 (strain=NBC_01216)	2903778	6738	Unknown	Unknown	GCF_035994945.1	full
GCF_035994185.1	Streptomyces sp. NBC_01217 (strain=NBC_01217)	2903779	7430	Unknown	Unknown	GCF_035994185.1	full
GCF_035993425.1	Streptomyces sp. NBC_01218 (strain=NBC_01218)	2903780	5895	Unknown	Unknown	GCF_035993425.1	full
GCF_041435455.1	Streptomyces sp. NBC_01220 (strain=NBC_01220)	2903781	8194	Unknown	Unknown	GCF_041435455.1	full
GCF_036002945.1	Streptomyces sp. NBC_01224 (strain=NBC_01224)	2903783	8335	Unknown	Unknown	GCF_036002945.1	full
GCF_035991645.1	Streptomyces sp. NBC_01230 (strain=NBC_01230)	2903784	8623	Unknown	Unknown	GCF_035991645.1	full
GCF_035989885.1	Streptomyces sp. NBC_01232 (strain=NBC_01232)	2903786	7723	Unknown	Unknown	GCF_035989885.1	full
GCF_035989305.1	Streptomyces sp. NBC_01233 (strain=NBC_01233)	2903787	8670	Unknown	Unknown	GCF_035989305.1	full
GCF_035989285.1	Streptomyces sp. NBC_01235 (strain=NBC_01235)	2903788	9254	Unknown	Unknown	GCF_035989285.1	full
GCF_035996785.1	Streptomyces sp. NBC_01236 (strain=NBC_01236)	2903789	9786	Unknown	Unknown	GCF_035996785.1	full
GCF_035917275.1	Streptomyces sp. NBC_01237 (strain=NBC_01237)	2903790	8584	Unknown	Unknown	GCF_035917275.1	full
GCF_045039915.1	Streptomyces sp. NBC_01238 (strain=NBC_01238)	2903791	7496	Unknown	Unknown	GCF_045039915.1	full
GCF_035988865.1	Streptomyces sp. NBC_01240 (strain=NBC_01240)	2903793	7493	Unknown	Unknown	GCF_035988865.1	full
GCF_041435435.1	Streptomyces sp. NBC_01241 (strain=NBC_01241)	2903794	7464	Unknown	Unknown	GCF_041435435.1	full
GCF_035988225.1	Streptomyces sp. NBC_01243 (strain=NBC_01243)	2903796	8501	Unknown	Unknown	GCF_035988225.1	full
GCF_035987325.1	Streptomyces sp. NBC_01244 (strain=NBC_01244)	2903797	8583	Unknown	Unknown	GCF_035987325.1	full
GCF_036226445.1	Streptomyces sp. NBC_01255 (strain=NBC_01255)	2903798	7504	Unknown	Unknown	GCF_036226445.1	full
GCF_035917255.1	Streptomyces sp. NBC_01257 (strain=NBC_01257)	2903799	7802	Unknown	Unknown	GCF_035917255.1	full
GCF_041435395.1	Streptomyces sp. NBC_01259 (strain=NBC_01259)	2903800	7722	Unknown	Unknown	GCF_041435395.1	full
GCF_036226405.1	Streptomyces sp. NBC_01260 (strain=NBC_01260)	2903801	7592	Unknown	Unknown	GCF_036226405.1	full
GCF_036226385.1	Streptomyces sp. NBC_01261 (strain=NBC_01261)	2903802	9852	Unknown	Unknown	GCF_036226385.1	full
GCF_036226365.1	Streptomyces sp. NBC_01262 (strain=NBC_01262)	2903803	8620	Unknown	Unknown	GCF_036226365.1	full
GCF_036241575.1	Streptomyces sp. NBC_01267 (strain=NBC_01267)	2903805	6926	Unknown	Unknown	GCF_036241575.1	full
GCF_036240795.1	Streptomyces sp. NBC_01268 (strain=NBC_01268)	2903806	7336	Unknown	Unknown	GCF_036240795.1	full
GCF_041435355.1	Streptomyces sp. NBC_01276 (strain=NBC_01276)	2903808	8103	Unknown	Unknown	GCF_041435355.1	full
GCF_036237395.1	Streptomyces sp. NBC_01278 (strain=NBC_01278)	2903809	8435	Unknown	Unknown	GCF_036237395.1	full
GCF_036237375.1	Streptomyces sp. NBC_01280 (strain=NBC_01280)	2903810	8751	Unknown	Unknown	GCF_036237375.1	full
GCF_035983575.1	Streptomyces sp. NBC_01281 (strain=NBC_01281)	2903811	8240	Unknown	Unknown	GCF_035983575.1	full
GCF_035982055.1	Streptomyces sp. NBC_01288 (strain=NBC_01288)	2903814	9217	Unknown	Unknown	GCF_035982055.1	full
GCF_035917235.1	Streptomyces sp. NBC_01294 (strain=NBC_01294)	2903815	6892	Unknown	Unknown	GCF_035917235.1	full
GCF_035984415.1	Streptomyces sp. NBC_01296 (strain=NBC_01296)	2903816	8049	Unknown	Unknown	GCF_035984415.1	full
GCF_035978755.1	Streptomyces sp. NBC_01298 (strain=NBC_01298)	2903817	8439	Unknown	Unknown	GCF_035978755.1	full
GCF_035975855.1	Streptomyces sp. NBC_01304 (strain=NBC_01304)	2903818	9550	Unknown	Unknown	GCF_035975855.1	full
GCF_041435215.1	Streptomyces sp. NBC_01314 (strain=NBC_01314)	2903821	9400	Unknown	Unknown	GCF_041435215.1	full
GCF_035961655.1	Streptomyces sp. NBC_01317 (strain=NBC_01317)	2903822	6686	Unknown	Unknown	GCF_035961655.1	full
GCF_035974355.1	Streptomyces sp. NBC_01318 (strain=NBC_01318)	2903823	8101	Unknown	Unknown	GCF_035974355.1	full
GCF_035974375.1	Streptomyces sp. NBC_01320 (strain=NBC_01320)	2903824	9910	Unknown	Unknown	GCF_035974375.1	full
GCF_035974335.1	Streptomyces sp. NBC_01321 (strain=NBC_01321)	2903825	6876	Unknown	Unknown	GCF_035974335.1	full
GCF_035960815.1	Streptomyces sp. NBC_01324 (strain=NBC_01324)	2903826	7308	Unknown	Unknown	GCF_035960815.1	full
GCF_035983595.1	Streptomyces sp. NBC_01334 (strain=NBC_01334)	2903827	8890	Unknown	Unknown	GCF_035983595.1	full
GCF_035953295.1	Streptomyces sp. NBC_01335 (strain=NBC_01335)	2903828	6833	Unknown	Unknown	GCF_035953295.1	full
GCF_035952475.1	Streptomyces sp. NBC_01336 (strain=NBC_01336)	2903829	7993	Unknown	Unknown	GCF_035952475.1	full
GCF_035949105.1	Streptomyces sp. NBC_01340 (strain=NBC_01340)	2903830	9716	Unknown	Unknown	GCF_035949105.1	full
GCF_035946055.1	Streptomyces sp. NBC_01341 (strain=NBC_01341)	2903831	6199	Unknown	Unknown	GCF_035946055.1	full
GCF_035943135.1	Streptomyces sp. NBC_01343 (strain=NBC_01343)	2903832	7680	Unknown	Unknown	GCF_035943135.1	full
GCF_036237315.1	Streptomyces sp. NBC_01351 (strain=NBC_01351)	2903833	7773	Unknown	Unknown	GCF_036237315.1	full
GCF_036237295.1	Streptomyces sp. NBC_01352 (strain=NBC_01352)	2903834	9942	Unknown	Unknown	GCF_036237295.1	full
GCF_036237275.1	Streptomyces sp. NBC_01353 (strain=NBC_01353)	2903835	7622	Unknown	Unknown	GCF_036237275.1	full
GCF_036237235.1	Streptomyces sp. NBC_01356 (strain=NBC_01356)	2903836	8791	Unknown	Unknown	GCF_036237235.1	full
GCF_036237215.1	Streptomyces sp. NBC_01358 (strain=NBC_01358)	2903837	7935	Unknown	Unknown	GCF_036237215.1	full
GCF_036250945.1	Streptomyces sp. NBC_01361 (strain=NBC_01361)	2903838	9766	Unknown	Unknown	GCF_036250945.1	full
GCF_036250835.1	Streptomyces sp. NBC_01362 (strain=NBC_01362)	2903839	8493	Unknown	Unknown	GCF_036250835.1	full
GCF_045039935.1	Streptomyces sp. NBC_01367 (strain=NBC_01367)	2903841	8727	Unknown	Unknown	GCF_045039935.1	full
GCF_045039955.1	Streptomyces sp. NBC_01369 (strain=NBC_01369)	2903842	8825	Unknown	Unknown	GCF_045039955.1	full
GCF_045040015.1	Streptomyces sp. NBC_01378 (strain=NBC_01378)	2903844	9128	Unknown	Unknown	GCF_045040015.1	full
GCF_045040025.1	Streptomyces sp. NBC_01383 (strain=NBC_01383)	2903846	7733	Unknown	Unknown	GCF_045040025.1	full
GCF_045040035.1	Streptomyces sp. NBC_01384 (strain=NBC_01384)	2903847	9653	Unknown	Unknown	GCF_045040035.1	full
GCF_045040045.1	Streptomyces sp. NBC_01386 (strain=NBC_01386)	2903848	9729	Unknown	Unknown	GCF_045040045.1	full
GCF_045040055.1	Streptomyces sp. NBC_01387 (strain=NBC_01387)	2903849	6909	Unknown	Unknown	GCF_045040055.1	full
GCF_045040105.1	Streptomyces sp. NBC_01390 (strain=NBC_01390)	2903850	9626	Unknown	Unknown	GCF_045040105.1	full
GCF_045040135.1	Streptomyces sp. NBC_01396 (strain=NBC_01396)	2903852	8848	Unknown	Unknown	GCF_045040135.1	full
GCF_045040195.1	Streptomyces sp. NBC_01410 (strain=NBC_01410)	2903856	7212	Unknown	Unknown	GCF_045040195.1	full
GCF_045040205.1	Streptomyces sp. NBC_01411 (strain=NBC_01411)	2903857	7343	Unknown	Unknown	GCF_045040205.1	full
GCF_045040265.1	Streptomyces sp. NBC_01420 (strain=NBC_01420)	2903858	6861	Unknown	Unknown	GCF_045040265.1	full
GCF_036232025.1	Streptomyces sp. NBC_01422 (strain=NBC_01422)	2903859	7076	Unknown	Unknown	GCF_036232025.1	full
GCF_036232005.1	Streptomyces sp. NBC_01423 (strain=NBC_01423)	2903860	6738	Unknown	Unknown	GCF_036232005.1	full
GCF_036231965.1	Streptomyces sp. NBC_01428 (strain=NBC_01428)	2903861	7617	Unknown	Unknown	GCF_036231965.1	full
GCF_036231945.1	Streptomyces sp. NBC_01429 (strain=NBC_01429)	2903862	6784	Unknown	Unknown	GCF_036231945.1	full
GCF_036231355.1	Streptomyces sp. NBC_01431 (strain=NBC_01431)	2903863	7798	Unknown	Unknown	GCF_036231355.1	full
GCF_036228565.1	Streptomyces sp. NBC_01435 (strain=NBC_01435)	2903865	7575	Unknown	Unknown	GCF_036228565.1	full
GCF_041438905.1	Streptomyces sp. NBC_01438 (strain=NBC_01438)	2903866	6821	Unknown	Unknown	GCF_041438905.1	full
GCF_036227605.1	Streptomyces sp. NBC_01439 (strain=NBC_01439)	2903867	8390	Unknown	Unknown	GCF_036227605.1	full
GCF_035918235.1	Streptomyces sp. NBC_01445 (strain=NBC_01445)	2903869	9609	Unknown	Unknown	GCF_035918235.1	full
GCF_036227505.1	Streptomyces sp. NBC_01450 (strain=NBC_01450)	2903871	11014	Unknown	Unknown	GCF_036227505.1	full
GCF_036227485.1	Streptomyces sp. NBC_01451 (strain=NBC_01451)	2903872	8611	Unknown	Unknown	GCF_036227485.1	full
GCF_036227465.1	Streptomyces sp. NBC_01453 (strain=NBC_01453)	2903873	7992	Unknown	Unknown	GCF_036227465.1	full
GCF_036227445.1	Streptomyces sp. NBC_01455 (strain=NBC_01455)	2903874	8705	Unknown	Unknown	GCF_036227445.1	full
GCF_036227405.1	Streptomyces sp. NBC_01460 (strain=NBC_01460)	2903875	7566	Unknown	Unknown	GCF_036227405.1	full
