gene	dominant_allele	protein_id	locus_tag	gene_id	product	go_ids	go_process	go_function	go_component
Strep_C4757	Strep_C4757A0	WP_328836728.1	OHU10_RS15100	OHU10_RS15100	sensor histidine kinase	GO:0000155;GO:0000156;GO:0004673;GO:0005524;GO:0006935;GO:0007165	chemotaxis|0006935||IEA|signal transduction|0007165||IEA	phosphorelay sensor kinase activity|0000155||IEA|phosphorelay response regulator activity|0000156||IEA|protein histidine kinase activity|0004673||IEA|ATP binding|0005524||IEA	
Strep_C4761	Strep_C4761A3	WP_003974638.1	SC_RS23865	SC_RS23865	MFS transporter	GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	
Strep_C4768	Strep_C4768A0	WP_328840370.1	OHU10_RS41415	OHU10_RS41415	adenylosuccinate lyase	GO:0004018;GO:0009152	purine ribonucleotide biosynthetic process|0009152||IEA	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity|0004018||IEA	
Strep_C4770	Strep_C4770A0	WP_413254434.1	OHU10_RS15155	OHU10_RS15155	AI-2E family transporter	GO:0016020;GO:0055085	transmembrane transport|0055085||IEA		membrane|0016020||IEA
Strep_C4772	Strep_C4772A3	WP_003973624.1	SC_RS29045	SC_RS29045	F0F1 ATP synthase subunit beta	GO:0015986;GO:0045259;GO:0046933	proton motive force-driven ATP synthesis|0015986||IEA	proton-transporting ATP synthase activity, rotational mechanism|0046933||IEA	proton-transporting ATP synthase complex|0045259||IEA
Strep_C4790	Strep_C4790A0	WP_328840174.1	OHU10_RS39890	OHU10_RS39890	argininosuccinate lyase	GO:0004056;GO:0042450	L-arginine biosynthetic process via ornithine|0042450||IEA	argininosuccinate lyase activity|0004056||IEA	
Strep_C4791	Strep_C4791A0	WP_328839073.1	OHU10_RS31950	OHU10_RS31950	S28 family serine protease	GO:0006508;GO:0070008	proteolysis|0006508||IEA	serine-type exopeptidase activity|0070008||IEA	
Strep_C4797	Strep_C4797A0	WP_328840294.1	OHU10_RS40920	OHU10_RS40920	DNA polymerase IV	GO:0003887;GO:0006260	DNA replication|0006260||IEA	DNA-directed DNA polymerase activity|0003887||IEA	
Strep_C4799	Strep_C4799A0	WP_328840148.1	OHU10_RS39675	OHU10_RS39675	aldehyde dehydrogenase family protein	GO:0004030		aldehyde dehydrogenase [NAD(P)+] activity|0004030||IEA	
Strep_C4801	Strep_C4801A3	WP_011028961.1	SC_RS19205	SC_RS19205	glutamate decarboxylase	GO:0004351;GO:0006540;GO:0030170	gamma-aminobutyrate shunt|0006540||IEA	glutamate decarboxylase activity|0004351||IEA|pyridoxal phosphate binding|0030170||IEA	
Strep_C4812	Strep_C4812A2	WP_003976800.1	SC_RS12115	SC_RS12115	lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein	GO:0004497		monooxygenase activity|0004497||IEA	
Strep_C4819	Strep_C4819A0	WP_328837728.1	OHU10_RS22800	OHU10_RS22800	Na+/H+ antiporter NhaA	GO:0006814;GO:0006885;GO:0015385;GO:0016020	sodium ion transport|0006814||IEA|regulation of pH|0006885||IEA	sodium:proton antiporter activity|0015385||IEA	membrane|0016020||IEA
Strep_C4824	Strep_C4824A0	WP_328835684.1	OHU10_RS07655	OHU10_RS07655	DEAD/DEAH box helicase	GO:0003676;GO:0005524;GO:0016887		nucleic acid binding|0003676||IEA|ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA	
Strep_C4825	Strep_C4825A3	WP_003977354.1	SC_RS09335	SC_RS09335	RsmB/NOP family class I SAM-dependent RNA methyltransferase	GO:0003723		RNA binding|0003723||IEA	
Strep_C4830	Strep_C4830A0	WP_328836079.1	OHU10_RS10640	OHU10_RS10640	hydroxysqualene dehydroxylase HpnE	GO:0016491		oxidoreductase activity|0016491||IEA	
Strep_C4839	Strep_C4839A0	WP_328842182.1	OHU10_RS22175	OHU10_RS22175	PH domain-containing protein	GO:0005515		protein binding|0005515||IEA	
Strep_C4843	Strep_C4843A0	WP_037700481.1	OHU10_RS13880	OHU10_RS13880	UDP-N-acetylmuramate--L-alanine ligase	GO:0008763;GO:0009252	peptidoglycan biosynthetic process|0009252||IEA	UDP-N-acetylmuramate-L-alanine ligase activity|0008763||IEA	
Strep_C4852	Strep_C4852A2	WP_011029582.1	SC_RS23825	SC_RS23825	MFS transporter	GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	
Strep_C4873	Strep_C4873A3	WP_003973442.1	SC_RS29975	SC_RS29975	3-isopropylmalate dehydratase large subunit	GO:0003861;GO:0009098;GO:0009316;GO:0051539	L-leucine biosynthetic process|0009098||IEA	3-isopropylmalate dehydratase activity|0003861||IEA|4 iron, 4 sulfur cluster binding|0051539||IEA	3-isopropylmalate dehydratase complex|0009316||IEA
Strep_C4875	Strep_C4875A3	WP_003976727.1	SC_RS12480	SC_RS12480	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	GO:0005524;GO:0009252;GO:0047480;GO:0071555	peptidoglycan biosynthetic process|0009252||IEA|cell wall organization|0071555||IEA	ATP binding|0005524||IEA|UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity|0047480||IEA	
Strep_C4883	Strep_C4883A3	WP_003973562.1	SC_RS29365	SC_RS29365	C4-dicarboxylate transporter DctA				
Strep_C4886	Strep_C4886A3	WP_003977913.1	SC_RS06685	SC_RS06685	lipase maturation factor family protein	GO:0051604	protein maturation|0051604||IEA		
Strep_C4888	Strep_C4888A3	WP_003975860.1	SC_RS16860	SC_RS16860	NAD-dependent malic enzyme	GO:0051287		NAD binding|0051287||IEA	
Strep_C4889	Strep_C4889A0	WP_328842090.1	OHU10_RS12230	OHU10_RS12230	phytoene desaturase family protein	GO:0009055;GO:0016116;GO:0016117;GO:0016491	carotenoid metabolic process|0016116||IEA|carotenoid biosynthetic process|0016117||IEA	electron transfer activity|0009055||IEA|oxidoreductase activity|0016491||IEA	
Strep_C4892	Strep_C4892A0	WP_328839686.1	OHU10_RS36125	OHU10_RS36125	aminotransferase class V-fold PLP-dependent enzyme	GO:0006534;GO:0016226;GO:0030170;GO:0031071	cysteine metabolic process|0006534||IEA|iron-sulfur cluster assembly|0016226||IEA	pyridoxal phosphate binding|0030170||IEA|cysteine desulfurase activity|0031071||IEA	
Strep_C4918	Strep_C4918A0	WP_328837344.1	OHU10_RS19925	OHU10_RS19925	D-alanyl-D-alanine carboxypeptidase family protein	GO:0006508;GO:0008236	proteolysis|0006508||IEA	serine-type peptidase activity|0008236||IEA	
Strep_C4921	Strep_C4921A3	WP_016327268.1	SC_RS28690	SC_RS28690	FtsW/RodA/SpoVE family cell cycle protein	GO:0008360;GO:0008955;GO:0009252;GO:0015648;GO:0051301;GO:0071555	regulation of cell shape|0008360||IEA|peptidoglycan biosynthetic process|0009252||IEA|cell division|0051301||IEA|cell wall organization|0071555||IEA	peptidoglycan glycosyltransferase activity|0008955||IEA|lipid-linked peptidoglycan transporter activity|0015648||IEA	
Strep_C4922	Strep_C4922A2	WP_011028895.1	SC_RS18620	SC_RS18620	DUF2637 domain-containing protein				
Strep_C4933	Strep_C4933A3	WP_003976894.1	SC_RS11660	SC_RS11660	Fe-S cluster assembly protein SufB	GO:0016226	iron-sulfur cluster assembly|0016226||IEA		
Strep_C4938	Strep_C4938A3	WP_003974859.1	SC_RS22740	SC_RS22740	MFS transporter				
Strep_C4946	Strep_C4946A0	WP_328836074.1	OHU10_RS10605	OHU10_RS10605	aspartate aminotransferase family protein	GO:0008483;GO:0030170		transaminase activity|0008483||IEA|pyridoxal phosphate binding|0030170||IEA	
Strep_C4947	Strep_C4947A3	WP_003977413.1	SC_RS09040	SC_RS09040	hypothetical protein				
Strep_C4951	Strep_C4951A3	WP_016326415.1	SC_RS17585	SC_RS17585	NAD(P)/FAD-dependent oxidoreductase	GO:0003954;GO:0006116	obsolete NADH oxidation|0006116||IEA	NADH dehydrogenase activity|0003954||IEA	
Strep_C4973	Strep_C4973A2	WP_011031088.1	SC_RS35510	SC_RS35510	glycoside hydrolase family 16 protein				
Strep_C4980	Strep_C4980A3	WP_003973791.1	SC_RS28090	SC_RS28090	dipeptidase	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C4989	Strep_C4989A3	WP_003971990.1	SC_RS30110	SC_RS30110	sugar porter family MFS transporter	GO:0008643;GO:0016020;GO:0022857;GO:0055085	carbohydrate transport|0008643||IEA|transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	membrane|0016020||IEA
Strep_C4992	Strep_C4992A0	WP_328839984.1	OHU10_RS38355	OHU10_RS38355	metallopeptidase TldD-related protein				
Strep_C4999	Strep_C4999A0	WP_327343723.1	OHU10_RS18920	OHU10_RS18920	class II fumarate hydratase	GO:0004333;GO:0006099;GO:0006106;GO:0045239	tricarboxylic acid cycle|0006099||IEA|fumarate metabolic process|0006106||IEA	fumarate hydratase activity|0004333||IEA	tricarboxylic acid cycle heteromeric enzyme complex|0045239||IEA
Strep_C5000	Strep_C5000A0	WP_319761427.1	OHU10_RS22010	OHU10_RS22010	DNA repair protein RadA	GO:0003684;GO:0005524;GO:0006281	DNA repair|0006281||IEA	damaged DNA binding|0003684||IEA|ATP binding|0005524||IEA	
Strep_C5001	Strep_C5001A0	WP_328838788.1	OHU10_RS30055	OHU10_RS30055	formimidoylglutamate deiminase	GO:0016810		hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA	
Strep_C5020	Strep_C5020A3	WP_003972895.1	SC_RS32375	SC_RS32375	ribonuclease D	GO:0003676		nucleic acid binding|0003676||IEA	
Strep_C5022	Strep_C5022A2	WP_011028683.1	SC_RS16895	SC_RS16895	NarK family nitrate/nitrite MFS transporter	GO:0015112;GO:0015113;GO:0015706;GO:0015707;GO:0016020	nitrate transmembrane transport|0015706||IEA|nitrite transport|0015707||IEA	nitrate transmembrane transporter activity|0015112||IEA|nitrite transmembrane transporter activity|0015113||IEA	membrane|0016020||IEA
Strep_C5047	Strep_C5047A0	WP_328838210.1	OHU10_RS26075	OHU10_RS26075	iron uptake transporter deferrochelatase/peroxidase subunit	GO:0004601;GO:0020037;GO:0033212	iron import into cell|0033212||IEA	peroxidase activity|0004601||IEA|heme binding|0020037||IEA	
Strep_C5051	Strep_C5051A0	WP_328836577.1	OHU10_RS14010	OHU10_RS14010	FAD-dependent oxidoreductase	GO:0016491		oxidoreductase activity|0016491||IEA	
Strep_C5059	Strep_C5059A0	WP_328842165.1	OHU10_RS20175	OHU10_RS20175	hypothetical protein				
Strep_C5070	Strep_C5070A3	WP_003976617.1	SC_RS13025	SC_RS13025	type I glutamate--ammonia ligase	GO:0004356;GO:0006542	glutamine biosynthetic process|0006542||IEA	glutamine synthetase activity|0004356||IEA	
Strep_C5078	Strep_C5078A0	WP_328837120.1	OHU10_RS18245	OHU10_RS18245	ABC1 kinase family protein	GO:0004672;GO:0005524;GO:0006468	protein phosphorylation|0006468||IEA	protein kinase activity|0004672||IEA|ATP binding|0005524||IEA	
Strep_C5085	Strep_C5085A0	WP_328837089.1	OHU10_RS17930	OHU10_RS17930	family 2B encapsulin nanocompartment shell protein	GO:0140737			encapsulin nanocompartment|0140737||IEA
Strep_C5093	Strep_C5093A0	WP_327342853.1	OHU10_RS12575	OHU10_RS12575	8-oxoguanine deaminase	GO:0016810		hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA	
Strep_C5099	Strep_C5099A3	WP_003976179.1	SC_RS15170	SC_RS15170	trigger factor	GO:0003755;GO:0005854;GO:0015031;GO:0051082;GO:0051083	protein transport|0015031||IEA|'de novo' cotranslational protein folding|0051083||IEA	peptidyl-prolyl cis-trans isomerase activity|0003755||IEA|unfolded protein binding|0051082||IEA	nascent polypeptide-associated complex|0005854||IEA
Strep_C5100	Strep_C5100A4	WP_011029220.1	SC_RS20945	SC_RS20945	hemolysin family protein	GO:0005886;GO:0016020			plasma membrane|0005886||IEA|membrane|0016020||IEA
Strep_C5106	Strep_C5106A0	WP_328836316.1	OHU10_RS12270	OHU10_RS12270	dihydropyrimidinase	GO:0004157;GO:0005737;GO:0008152	metabolic process|0008152||IEA	dihydropyrimidinase activity|0004157||IEA	cytoplasm|0005737||IEA
Strep_C5117	Strep_C5117A0	WP_046703992.1	OHU10_RS27510	OHU10_RS27510	cysteine--tRNA ligase	GO:0004817;GO:0005524;GO:0005737;GO:0006423	cysteinyl-tRNA aminoacylation|0006423||IEA	cysteine-tRNA ligase activity|0004817||IEA|ATP binding|0005524||IEA	cytoplasm|0005737||IEA
Strep_C5132	Strep_C5132A0	WP_328837522.1	OHU10_RS21315	OHU10_RS21315	NADH-quinone oxidoreductase subunit NuoH	GO:0016020;GO:0016651;GO:0051539		oxidoreductase activity, acting on NAD(P)H|0016651||IEA|4 iron, 4 sulfur cluster binding|0051539||IEA	membrane|0016020||IEA
Strep_C5157	Strep_C5157A3	WP_003977145.1	SC_RS10415	SC_RS10415	GntP family permease	GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	
Strep_C5166	Strep_C5166A0	WP_328836562.1	OHU10_RS13920	OHU10_RS13920	PhoX family protein				
Strep_C5169	Strep_C5169A2	WP_003977389.1	SC_RS09155	SC_RS09155	hemolysin family protein	GO:0005886;GO:0016020			plasma membrane|0005886||IEA|membrane|0016020||IEA
Strep_C5181	Strep_C5181A0	WP_328836268.1	OHU10_RS11955	OHU10_RS11955	M20/M25/M40 family metallo-hydrolase				
Strep_C5190	Strep_C5190A3	WP_003972416.1	SC_RS35005	SC_RS35005	OFA family MFS transporter	GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	
Strep_C5193	Strep_C5193A0	WP_328838943.1	OHU10_RS31085	OHU10_RS31085	nicotinate phosphoribosyltransferase	GO:0004514;GO:0004516;GO:0009435	NAD+ biosynthetic process|0009435||IEA	nicotinate-nucleotide diphosphorylase (carboxylating) activity|0004514||IEA|nicotinate phosphoribosyltransferase activity|0004516||IEA	
Strep_C5205	Strep_C5205A2	WP_003974853.1	SC_RS22765	SC_RS22765	NAD(P)/FAD-dependent oxidoreductase	GO:0003954;GO:0006116	obsolete NADH oxidation|0006116||IEA	NADH dehydrogenase activity|0003954||IEA	
Strep_C5207	Strep_C5207A2	WP_016327784.1	SC_RS35100	SC_RS35100	OFA family MFS transporter	GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	
Strep_C5211	Strep_C5211A0	WP_328837023.1	OHU10_RS17475	OHU10_RS17475	diaminopimelate decarboxylase	GO:0008836;GO:0009089	lysine biosynthetic process via diaminopimelate|0009089||IEA	diaminopimelate decarboxylase activity|0008836||IEA	
Strep_C5234	Strep_C5234A3	WP_003973184.1	SC_RS31430	SC_RS31430	M16 family metallopeptidase	GO:0008237;GO:0046872		metallopeptidase activity|0008237||IEA|metal ion binding|0046872||IEA	
Strep_C5235	Strep_C5235A3	WP_030873385.1	SC_RS12940	SC_RS12940	dihydrolipoyl dehydrogenase	GO:0004148;GO:0050660		dihydrolipoyl dehydrogenase (NADH) activity|0004148||IEA|flavin adenine dinucleotide binding|0050660||IEA	
Strep_C5237	Strep_C5237A0	WP_328836685.1	OHU10_RS14790	OHU10_RS14790	M16 family metallopeptidase	GO:0008237;GO:0046872		metallopeptidase activity|0008237||IEA|metal ion binding|0046872||IEA	
Strep_C5256	Strep_C5256A2	WP_003973466.1	SC_RS29835	SC_RS29835	hypothetical protein				
Strep_C5257	Strep_C5257A2	WP_003975020.1	SC_RS21705	SC_RS21705	serine hydrolase domain-containing protein	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C5258	Strep_C5258A0	WP_328841067.1	OHU10_RS45640	OHU10_RS45640	cryptochrome/photolyase family protein	GO:0003677;GO:0003913;GO:0006281;GO:0050660	DNA repair|0006281||IEA	DNA binding|0003677||IEA|DNA photolyase activity|0003913||IEA|flavin adenine dinucleotide binding|0050660||IEA	
Strep_C5261	Strep_C5261A0	WP_328838532.1	OHU10_RS28300	OHU10_RS28300	transcriptional regulator				
Strep_C5290	Strep_C5290A3	WP_003976298.1	SC_RS14570	SC_RS14570	glycine--tRNA ligase	GO:0000166;GO:0004820;GO:0005524;GO:0006426	glycyl-tRNA aminoacylation|0006426||IEA	nucleotide binding|0000166||IEA|glycine-tRNA ligase activity|0004820||IEA|ATP binding|0005524||IEA	
Strep_C5293	Strep_C5293A0	WP_327343449.1	OHU10_RS16650	OHU10_RS16650	L-serine ammonia-lyase	GO:0003941;GO:0006094	gluconeogenesis|0006094||IEA	L-serine ammonia-lyase activity|0003941||IEA	
Strep_C5295	Strep_C5295A3	WP_045557361.1	CVT30_RS37315	CVT30_RS37315	ferredoxin reductase family protein	GO:0000166;GO:0016491		nucleotide binding|0000166||IEA|oxidoreductase activity|0016491||IEA	
Strep_C5321	Strep_C5321A3	WP_003973289.1	SC_RS30900	SC_RS30900	M16 family metallopeptidase	GO:0008237;GO:0046872		metallopeptidase activity|0008237||IEA|metal ion binding|0046872||IEA	
Strep_C5328	Strep_C5328A0	WP_328839687.1	OHU10_RS36145	OHU10_RS36145	NYN domain-containing protein				
Strep_C5332	Strep_C5332A3	WP_016326818.1	SC_RS23205	SC_RS23205	D-inositol-3-phosphate glycosyltransferase	GO:0008375;GO:0010125	mycothiol biosynthetic process|0010125||IEA	acetylglucosaminyltransferase activity|0008375||IEA	
Strep_C5333	Strep_C5333A0	WP_328837524.1	OHU10_RS21335	OHU10_RS21335	NADH-quinone oxidoreductase subunit D	GO:0016651;GO:0048038;GO:0051287		oxidoreductase activity, acting on NAD(P)H|0016651||IEA|quinone binding|0048038||IEA|NAD binding|0051287||IEA	
Strep_C535	Strep_C535A3	WP_003977343.1	SC_RS09390	SC_RS09390	carbamoyl-phosphate synthase large subunit	GO:0005524;GO:0008152;GO:0046872	metabolic process|0008152||IEA	ATP binding|0005524||IEA|metal ion binding|0046872||IEA	
Strep_C5361	Strep_C5361A0	WP_328836460.1	OHU10_RS13240	OHU10_RS13240	radical SAM protein				
Strep_C5371	Strep_C5371A0	WP_328839008.1	OHU10_RS31540	OHU10_RS31540	AAA domain-containing protein				
Strep_C5383	Strep_C5383A3	WP_030863150.1	SC_RS34560	SC_RS34560	crotonyl-CoA carboxylase/reductase	GO:0043880		crotonyl-CoA reductase activity|0043880||IEA	
Strep_C5418	Strep_C5418A3	WP_003973990.1	SC_RS27095	SC_RS27095	amino acid deaminase				
Strep_C5419	Strep_C5419A3	WP_003976730.1	SC_RS12465	SC_RS12465	putative lipid II flippase FtsW	GO:0009252;GO:0016020;GO:0051301	peptidoglycan biosynthetic process|0009252||IEA|cell division|0051301||IEA		membrane|0016020||IEA
Strep_C5422	Strep_C5422A2	WP_016325939.1	SC_RS11440	SC_RS11440	ABC transporter substrate-binding protein	GO:0042626;GO:0055052;GO:0140359		ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA
Strep_C5427	Strep_C5427A3	WP_003975694.1	SC_RS17725	SC_RS17725	sensor histidine kinase	GO:0000155;GO:0004673;GO:0005524;GO:0007165	signal transduction|0007165||IEA	phosphorelay sensor kinase activity|0000155||IEA|protein histidine kinase activity|0004673||IEA|ATP binding|0005524||IEA	
Strep_C5437	Strep_C5437A0	WP_328837307.1	OHU10_RS19690	OHU10_RS19690	DUF6716 putative glycosyltransferase				
Strep_C5439	Strep_C5439A3	WP_011029086.1	SC_RS19940	SC_RS19940	polysaccharide deacetylase family protein	GO:0005975;GO:0016787;GO:0046872	carbohydrate metabolic process|0005975||IEA	hydrolase activity|0016787||IEA|metal ion binding|0046872||IEA	
Strep_C5446	Strep_C5446A3	WP_003977756.1	SC_RS07325	SC_RS07325	dipeptidase	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C5462	Strep_C5462A2	WP_003978182.1	SC_RS05325	SC_RS05325	FAD-dependent oxidoreductase	GO:0016491		oxidoreductase activity|0016491||IEA	
Strep_C5473	Strep_C5473A3	WP_003977320.1	SC_RS09505	SC_RS09505	replication-associated recombination protein A	GO:0005524;GO:0006260	DNA replication|0006260||IEA	ATP binding|0005524||IEA	
Strep_C5474	Strep_C5474A0	WP_037701726.1	OHU10_RS39670	OHU10_RS39670	glutamine synthetase family protein	GO:0004356;GO:0005524;GO:0006542;GO:0046872	glutamine biosynthetic process|0006542||IEA	glutamine synthetase activity|0004356||IEA|ATP binding|0005524||IEA|metal ion binding|0046872||IEA	
Strep_C5487	Strep_C5487A3	WP_030865510.1	SC_RS17000	SC_RS17000	carbohydrate ABC transporter permease	GO:0008643;GO:0042626;GO:0055085;GO:0140359	carbohydrate transport|0008643||IEA|transmembrane transport|0055085||IEA	ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	
Strep_C5498	Strep_C5498A3	WP_003976572.1	SC_RS13235	SC_RS13235	type I glutamate--ammonia ligase	GO:0004356;GO:0006542	glutamine biosynthetic process|0006542||IEA	glutamine synthetase activity|0004356||IEA	
Strep_C5499	Strep_C5499A4	WP_013004876.1	CVT30_RS36925	CVT30_RS36925	Pup--protein ligase	GO:0010498;GO:0016879;GO:0019941;GO:0070490	proteasomal protein catabolic process|0010498||IEA|modification-dependent protein catabolic process|0019941||IEA|protein pupylation|0070490||IEA	ligase activity, forming carbon-nitrogen bonds|0016879||IEA	
Strep_C5505	Strep_C5505A0	WP_328837058.1	OHU10_RS17675	OHU10_RS17675	HAMP domain-containing sensor histidine kinase				
Strep_C5507	Strep_C5507A3	WP_003974237.1	SC_RS25840	SC_RS25840	phosphoglucosamine mutase	GO:0000287;GO:0005975;GO:0008966;GO:0009252	carbohydrate metabolic process|0005975||IEA|peptidoglycan biosynthetic process|0009252||IEA	magnesium ion binding|0000287||IEA|phosphoglucosamine mutase activity|0008966||IEA	
Strep_C552	Strep_C552A0	WP_328839280.1	OHU10_RS33295	OHU10_RS33295	S41 family peptidase	GO:0005515;GO:0006508;GO:0008236	proteolysis|0006508||IEA	protein binding|0005515||IEA|serine-type peptidase activity|0008236||IEA	
Strep_C5520	Strep_C5520A5	WP_003973241.1	SC_RS31150	SC_RS31150	cation:proton antiporter	GO:0006812;GO:0015078;GO:0015297;GO:0016020;GO:1902600	monoatomic cation transport|0006812||IEA|proton transmembrane transport|1902600||IEA	proton transmembrane transporter activity|0015078||IEA|antiporter activity|0015297||IEA	membrane|0016020||IEA
Strep_C5540	Strep_C5540A3	WP_030866316.1	SC_RS15420	SC_RS15420	vWA domain-containing protein				
Strep_C5552	Strep_C5552A3	WP_003975609.1	SC_RS18155	SC_RS18155	M6 family metalloprotease domain-containing protein				
Strep_C5560	Strep_C5560A3	WP_003974379.1	SC_RS24990	SC_RS24990	NADH-quinone oxidoreductase subunit NuoF	GO:0010181;GO:0050136;GO:0051287;GO:0051539		FMN binding|0010181||IEA|NADH dehydrogenase (quinone) (non-electrogenic) activity|0050136||IEA|NAD binding|0051287||IEA|4 iron, 4 sulfur cluster binding|0051539||IEA	
Strep_C5574	Strep_C5574A0	WP_328840786.1	OHU10_RS44055	OHU10_RS44055	phenylacetate--CoA ligase PaaK	GO:0010124;GO:0047475	phenylacetate catabolic process|0010124||IEA	phenylacetate-CoA ligase activity|0047475||IEA	
Strep_C5576	Strep_C5576A4	WP_003972823.1	SC_RS32725	SC_RS32725	sulfate adenylyltransferase subunit 1	GO:0000166;GO:0003924;GO:0004781;GO:0006790	sulfur compound metabolic process|0006790||IEA	nucleotide binding|0000166||IEA|GTPase activity|0003924||IEA|sulfate adenylyltransferase (ATP) activity|0004781||IEA	
Strep_C5587	Strep_C5587A3	WP_003976701.1	SC_RS12615	SC_RS12615	class II 3-deoxy-7-phosphoheptulonate synthase	GO:0003849;GO:0009073;GO:0009423	aromatic amino acid family biosynthetic process|0009073||IEA|chorismate biosynthetic process|0009423||IEA	3-deoxy-7-phosphoheptulonate synthase activity|0003849||IEA	
Strep_C5597	Strep_C5597A3	WP_003975127.1	SC_RS21170	SC_RS21170	MFS transporter	GO:0015112;GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	nitrate transmembrane transporter activity|0015112||IEA|transmembrane transporter activity|0022857||IEA	
Strep_C5598	Strep_C5598A3	WP_003973760.1	SC_RS28240	SC_RS28240	3-phosphoshikimate 1-carboxyvinyltransferase	GO:0003866;GO:0009073	aromatic amino acid family biosynthetic process|0009073||IEA	3-phosphoshikimate 1-carboxyvinyltransferase activity|0003866||IEA	
Strep_C5599	Strep_C5599A3	WP_011030207.1	SC_RS29005	SC_RS29005	MraY family glycosyltransferase	GO:0009252;GO:0016780;GO:0046872	peptidoglycan biosynthetic process|0009252||IEA	phosphotransferase activity, for other substituted phosphate groups|0016780||IEA|metal ion binding|0046872||IEA	
Strep_C5622	Strep_C5622A2	WP_003976750.1	SC_RS12365	SC_RS12365	DUF2252 domain-containing protein				
Strep_C5624	Strep_C5624A0	WP_328838330.1	OHU10_RS26985	OHU10_RS26985	hypothetical protein				
Strep_C5629	Strep_C5629A3	WP_003973968.1	SC_RS27210	SC_RS27210	CpaF family protein	GO:0005524;GO:0016887		ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA	
Strep_C5632	Strep_C5632A0	WP_046708450.1	OHU10_RS14735	OHU10_RS14735	D-arabinono-1,4-lactone oxidase	GO:0003885;GO:0016020		D-arabinono-1,4-lactone oxidase activity|0003885||IEA	membrane|0016020||IEA
Strep_C5633	Strep_C5633A3	WP_003975118.1	SC_RS21210	SC_RS21210	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	GO:0004739;GO:0006086;GO:0045254	pyruvate decarboxylation to acetyl-CoA|0006086||IEA	pyruvate dehydrogenase (acetyl-transferring) activity|0004739||IEA	pyruvate dehydrogenase complex|0045254||IEA
Strep_C5640	Strep_C5640A2	WP_016326454.1	SC_RS18020	SC_RS18020	molybdotransferase-like divisome protein Glp	GO:1990586			divisome complex|1990586||IEA
Strep_C5644	Strep_C5644A0	WP_328842331.1	OHU10_RS34475	OHU10_RS34475	pyroglutamyl-peptidase I	GO:0006508;GO:0016920	proteolysis|0006508||IEA	pyroglutamyl-peptidase activity|0016920||IEA	
Strep_C5656	Strep_C5656A0	WP_328842291.1	OHU10_RS30215	OHU10_RS30215	coenzyme F420-0:L-glutamate ligase	GO:0043773;GO:0046872		coenzyme F420-0 gamma-glutamyl ligase activity|0043773||IEA|metal ion binding|0046872||IEA	
Strep_C5657	Strep_C5657A3	WP_003975861.1	SC_RS16850	SC_RS16850	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	GO:0008760;GO:0019277	UDP-N-acetylgalactosamine biosynthetic process|0019277||IEA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity|0008760||IEA	
Strep_C5665	Strep_C5665A2	WP_003976662.1	SC_RS12810	SC_RS12810	L,D-transpeptidase	GO:0018104;GO:0071972	peptidoglycan-protein cross-linking|0018104||IEA	peptidoglycan L,D-transpeptidase activity|0071972||IEA	
Strep_C5668	Strep_C5668A0	WP_413254479.1	OHU10_RS25850	OHU10_RS25850	MATE family efflux transporter	GO:0006855;GO:0016020;GO:0042910	xenobiotic transmembrane transport|0006855||IEA	xenobiotic transmembrane transporter activity|0042910||IEA	membrane|0016020||IEA
Strep_C5691	Strep_C5691A2	WP_003972616.1	SC_RS33795	SC_RS33795	cytochrome P450	GO:0004497;GO:0005506;GO:0016705;GO:0020037		monooxygenase activity|0004497||IEA|iron ion binding|0005506||IEA|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|0016705||IEA|heme binding|0020037||IEA	
