genome	organism	origin_contig	origin_confidence	warnings	origin_position	chromosome_length	origin_relative_pos	origin_type	left_all_genes	left_all_leading	left_all_lagging	left_all_leading_prop	left_core_genes	left_core_leading	left_core_lagging	left_core_leading_prop	left_enrichment	left_pvalue_dir	left_pvalue_two	right_all_genes	right_all_leading	right_all_lagging	right_all_leading_prop	right_core_genes	right_core_leading	right_core_lagging	right_core_leading_prop	right_enrichment	right_pvalue_dir	right_pvalue_two	genome_M	genome_n_leading	genome_K_core	genome_x_core_leading	genome_pvalue	combined_enrichment	gtf_path	genome_q	sig_genome	combined_pvalue	combined_q	sig_combined	mean_enrichment
GCF_045206365.1	Streptomyces sp. NBC_00212 (strain=NBC_00212)	NZ_CP108115.1	real_real		4369005	8657097	0.5046732178234805	central	3842	2196	1646	0.5715773034877668	348	240	108	0.6896551724137931	0.11807786892602634	1.450805352882785e-06	2.90161070576557e-06	3805	2104	1701	0.5529566360052562	284	213	71	0.75	0.19704336399474376	8.073481840098617e-13	1.6146963680197234e-12	7647	4300	632	453	5.447414411811426e-17	0.15446013411398207	gtf_oriented/GCF_045206365.1_oriented.gtf	1.3928551483859298e-16	True	5.447414411811426e-17	1.3928551483859298e-16	True	0.15756061646038505
GCF_045206385.1	Streptomyces sp. NBC_00500 (strain=NBC_00500)	NZ_CP107860.1	real_real		5398918	10847917	0.4976916766601367	central	4505	2450	2055	0.5438401775804661	315	230	85	0.7301587301587301	0.18631855257826402	1.5220907820863776e-12	3.0441815641727552e-12	4701	2689	2012	0.5720059561795363	332	232	100	0.6987951807228916	0.12678922454335528	5.731727215576068e-07	1.1463454431152136e-06	9206	5139	647	462	2.2105176443061997e-17	0.15584201688234367	gtf_oriented/GCF_045206385.1_oriented.gtf	6.83250908240098e-17	True	2.2105176443061997e-17	6.83250908240098e-17	True	0.15655388856080965
GCF_045206395.1	Streptomyces anulatus (strain=NBC_00501)	NZ_CP107858.1	real_real		4203394	8831158	0.4759731396494095	central	3617	1973	1644	0.5454796792922312	324	232	92	0.7160493827160493	0.17056970342381816	3.401430628686388e-11	6.802861257372777e-11	3876	2218	1658	0.5722394220846233	312	223	89	0.7147435897435898	0.14250416765896645	4.4474563313109014e-08	8.894912662621803e-08	7493	4191	636	455	2.0509881272580012e-17	0.1560867711331415	gtf_oriented/GCF_045206395.1_oriented.gtf	6.482771517815491e-17	True	2.0509881272580012e-17	6.482771517815491e-17	True	0.1565369355413923
GCF_045206405.1	Streptomyces europaeiscabiei (strain=NBC_00514)	NZ_CP107844.1	real_real		5178823	10587427	0.4891484021566335	central	4176	2257	1919	0.5404693486590039	315	228	87	0.7238095238095238	0.18334017515051992	3.2349440146590277e-12	6.469888029318055e-12	4445	2458	1987	0.5529808773903262	331	227	104	0.6858006042296072	0.132819726839281	2.040543884676112e-07	4.081087769352224e-07	8621	4715	646	455	1.322799506204679e-17	0.15741405445626866	gtf_oriented/GCF_045206405.1_oriented.gtf	4.786123236896152e-17	True	1.322799506204679e-17	4.786123236896152e-17	True	0.15807995099490046
GCF_045206415.1	Streptomyces sp. NBC_00519 (strain=NBC_00519)	NZ_CP107839.1	real_real		5115446	10092041	0.5068792328528986	central	4513	2528	1985	0.56015953910924	314	228	86	0.7261146496815286	0.16595511057228862	2.541945658689427e-10	5.083891317378854e-10	4347	2399	1948	0.5518748562226823	328	227	101	0.6920731707317073	0.14019831450902498	4.8604506000900004e-08	9.720901200180001e-08	8860	4927	642	455	1.2930218155598095e-16	0.15262793330661095	gtf_oriented/GCF_045206415.1_oriented.gtf	2.799692674654459e-16	True	1.2930218155598095e-16	2.799692674654459e-16	True	0.1530767125406568
GCF_045206425.1	Streptomyces jietaisiensis (strain=NBC_00595)	NZ_CP108324.1	real_real		3800025	7532537	0.5044814250497541	central	3254	1750	1504	0.53779963122311	307	215	92	0.7003257328990228	0.16252610167591275	7.960778329225889e-10	1.5921556658451778e-09	3161	1793	1368	0.567225561531161	322	228	94	0.7080745341614907	0.1408489726303297	3.022276501027837e-08	6.044553002055674e-08	6415	3543	629	443	1.5654292950136912e-16	0.15199322930284376	gtf_oriented/GCF_045206425.1_oriented.gtf	3.23367824815636e-16	True	1.5654292950136912e-16	3.23367824815636e-16	True	0.15168753715312122
GCF_045206515.1	Streptomyces jietaisiensis (strain=NBC_00616)	NZ_CP108323.1	real_real		3735919	7528094	0.4962635960709311	central	3190	1707	1483	0.5351097178683386	308	215	93	0.698051948051948	0.16294223018360943	6.715567530116585e-10	1.343113506023317e-09	3183	1807	1376	0.56770342444235	322	228	94	0.7080745341614907	0.14037110971914069	3.3775136618005926e-08	6.755027323601185e-08	6373	3514	630	443	1.6250241948161459e-16	0.15178593221900927	gtf_oriented/GCF_045206515.1_oriented.gtf	3.3348783639130694e-16	True	1.6250241948161459e-16	3.3348783639130694e-16	True	0.15165666995137506
GCF_045206565.1	Streptomyces sp. NBC_00618 (strain=NBC_00618)	NZ_CP107750.1	real_real		5321493	10527917	0.5054649461997088	central	4630	2510	2120	0.5421166306695464	341	237	104	0.6950146627565983	0.15289803208705188	1.5954990138420327e-09	3.1909980276840655e-09	4589	2546	2043	0.5548049684027021	307	229	78	0.745928338762215	0.19112337035951288	6.39054339172662e-13	1.278108678345324e-12	9219	5056	648	466	1.7982010236847113e-20	0.17070321759008167	gtf_oriented/GCF_045206565.1_oriented.gtf	1.1310684438976833e-18	True	1.7982010236847113e-20	1.1310684438976833e-18	True	0.17201070122328238
GCF_045206635.1	Streptomyces sp. NBC_00622 (strain=NBC_00622)	NZ_CP107749.1	real_real		5313018	10519447	0.5050662834272562	central	4720	2567	2153	0.5438559322033898	343	238	105	0.6938775510204082	0.15002161881701837	2.8655712784788396e-09	5.731142556957679e-09	4499	2487	2012	0.5527895087797289	305	227	78	0.7442622950819672	0.1914727863022383	7.064616389555749e-13	1.4129232779111498e-12	9219	5054	648	465	3.602311285614393e-20	0.16937695098287353	gtf_oriented/GCF_045206635.1_oriented.gtf	1.5626577921734161e-18	True	3.602311285614393e-20	1.5626577921734161e-18	True	0.17074720255962833
GCF_045206645.1	Streptomyces sp. NBC_00623 (strain=NBC_00623)	NZ_CP107748.1	real_real		4684535	9714368	0.482227459367403	central	4058	2276	1782	0.5608674223755544	332	241	91	0.7259036144578314	0.16503619208227693	7.69660929713499e-11	1.539321859426998e-10	4028	2234	1794	0.554617676266137	310	219	91	0.7064516129032258	0.15183393663708877	8.645847391520197e-09	1.7291694783040394e-08	8086	4510	642	460	5.223008659355788e-18	0.15875676046364506	gtf_oriented/GCF_045206645.1_oriented.gtf	2.4983060431443278e-17	True	5.223008659355788e-18	2.4983060431443278e-17	True	0.15843506435968285
GCF_045206735.1	Streptomyces sp. NBC_00624 (strain=NBC_00624)	NZ_CP107746.1	real_real		4342836	8941515	0.485693531800819	central	3686	2104	1582	0.5708084644601193	324	236	88	0.7283950617283951	0.15758659726827573	6.244808806345296e-10	1.2489617612690592e-09	3901	2199	1702	0.5637016149705204	311	222	89	0.7138263665594855	0.1501247515889651	1.0048275221206246e-08	2.009655044241249e-08	7587	4303	635	458	4.4472770033733337e-17	0.15410549956463027	gtf_oriented/GCF_045206735.1_oriented.gtf	1.1928943433355339e-16	True	4.4472770033733337e-17	1.1928943433355339e-16	True	0.15385567442862041
GCF_045206825.1	Streptomyces sp. NBC_00626 (strain=NBC_00626)	NZ_CP107741.1	real_real		5321088	10527510	0.5054460171493544	central	4726	2574	2152	0.5446466356326704	343	238	105	0.6938775510204082	0.1492309153877378	3.4340432256118097e-09	6.8680864512236194e-09	4495	2483	2012	0.5523915461624027	305	227	78	0.7442622950819672	0.19187074891956446	6.371090908323321e-13	1.2742181816646642e-12	9221	5057	648	465	3.9791495688744274e-20	0.16917051255788917	gtf_oriented/GCF_045206825.1_oriented.gtf	1.5879218318386536e-18	True	3.9791495688744274e-20	1.5879218318386536e-18	True	0.17055083215365113
GCF_045206895.1	Streptomyces sp. NBC_00631 (strain=NBC_00631)	NZ_CP107734.1	real_real		5607601	11076837	0.5062456908953341	central	4860	2592	2268	0.5333333333333333	310	226	84	0.7290322580645161	0.19569892473118278	2.4392850950859093e-13	4.878570190171819e-13	4624	2645	1979	0.572015570934256	335	233	102	0.6955223880597015	0.12350681712544542	9.6441856209731e-07	1.92883712419462e-06	9484	5237	645	459	5.888080676739603e-18	0.1594347395368454	gtf_oriented/GCF_045206895.1_oriented.gtf	2.6935292695776073e-17	True	5.888080676739603e-18	2.6935292695776073e-17	True	0.1596028709283141
GCF_045206945.1	Streptomyces canus (strain=NBC_00632)	NZ_CP107733.1	real_real		5766408	11506138	0.5011592942827559	central	4889	2729	2160	0.5581918592759255	313	227	86	0.7252396166134185	0.167047757337493	2.400979965658645e-10	4.80195993131729e-10	4942	2859	2083	0.5785107244030757	326	227	99	0.696319018404908	0.11780829400183224	3.926996981510988e-06	7.853993963021975e-06	9831	5588	639	454	1.449645815640542e-14	0.14207907056484637	gtf_oriented/GCF_045206945.1_oriented.gtf	1.7091419269688865e-14	True	1.449645815640542e-14	1.7091419269688865e-14	True	0.14242802566966262
GCF_045207065.1	Streptomyces canus (strain=NBC_00634)	NZ_CP107730.1	real_real		5264621	10733048	0.490505679281412	central	4592	2560	2032	0.5574912891986062	313	227	86	0.7252396166134185	0.16774832741481227	1.8774515191146507e-10	3.7549030382293013e-10	4810	2702	2108	0.5617463617463617	327	226	101	0.691131498470948	0.1293851367245863	4.79058355948434e-07	9.58116711896868e-07	9402	5262	640	453	1.142473489212868e-15	0.14814434428844925	gtf_oriented/GCF_045207065.1_oriented.gtf	1.6809726893915649e-15	True	1.142473489212868e-15	1.6809726893915649e-15	True	0.14856673206969928
GCF_045207135.1	Streptomyces canus (strain=NBC 00636)	NZ_CP109050.1	real_real		5832212	11239125	0.5189204675630887	central	4813	2664	2149	0.5535009349677955	312	226	86	0.7243589743589743	0.17085803939117883	1.0623318840808564e-10	2.1246637681617127e-10	4769	2769	2000	0.5806248689452715	326	227	99	0.696319018404908	0.11569414945963641	5.5124939684788085e-06	1.1024987936957617e-05	9582	5433	638	453	1.0019625544766191e-14	0.143030721788306	gtf_oriented/GCF_045207135.1_oriented.gtf	1.2073456834593742e-14	True	1.0019625544766191e-14	1.2073456834593742e-14	True	0.14327609442540762
GCF_045207185.1	Streptomyces halstedii (strain=NBC 00641)	NZ_CP109044.1	real_real		3961627	7458198	0.531177504271139	central	3336	1913	1423	0.5734412470023981	324	224	100	0.691358024691358	0.11791677768895992	3.058884759131621e-06	6.117769518263242e-06	2983	1689	1294	0.5662085149178679	304	227	77	0.7467105263157895	0.18050201139792155	4.852340197280194e-12	9.704680394560388e-12	6319	3602	628	451	5.414071073773631e-16	0.14812596325105865	gtf_oriented/GCF_045207185.1_oriented.gtf	8.776934807741273e-16	True	5.414071073773631e-16	8.776934807741273e-16	True	0.14920939454344073
GCF_045207235.1	Streptomyces sp. NBC_00645 (strain=NBC_00645)	NZ_CP109041.1	real_real		4992186	10024184	0.49801420245278816	central	4228	2276	1952	0.5383159886471145	313	227	86	0.7252396166134185	0.18692362796630402	1.5286482597028726e-12	3.057296519405745e-12	4153	2347	1806	0.5651336383337346	334	235	99	0.7035928143712575	0.1384591760375229	4.244832506141478e-08	8.489665012282955e-08	8381	4623	647	462	8.453046275650072e-19	0.16246009456511534	gtf_oriented/GCF_045207235.1_oriented.gtf	7.59566586769128e-18	True	8.453046275650072e-19	7.59566586769128e-18	True	0.16269140200191345
GCF_045207245.1	Streptomyces sp. NBC_00647 (strain=NBC_00647)	NZ_CP109040.1	real_real		5346425	10659886	0.5015461703811842	central	4142	2252	1890	0.5436986962819894	314	227	87	0.7229299363057324	0.17923124002374302	9.870026209411384e-12	1.974005241882277e-11	4479	2573	1906	0.5744585845054699	331	233	98	0.7039274924471299	0.12946890794166	3.2133039791109e-07	6.4266079582218e-07	8621	4825	645	460	6.034207399847903e-17	0.1534984430482984	gtf_oriented/GCF_045207245.1_oriented.gtf	1.5061573232160044e-16	True	6.034207399847903e-17	1.5061573232160044e-16	True	0.1543500739827015
GCF_045207255.1	Streptomyces sp. NBC_00648 (strain=NBC_00648)	NZ_CP109038.1	real_real		3803289	8449862	0.4501007235384436	central	3285	1917	1368	0.5835616438356165	330	229	101	0.693939393939394	0.11037775010377748	8.867142869927087e-06	1.7734285739854175e-05	3984	2198	1786	0.5517068273092369	299	221	78	0.7391304347826086	0.18742360747337172	3.0408320067660866e-12	6.081664013532173e-12	7269	4115	629	450	5.269233254784954e-16	0.1493186760599544	gtf_oriented/GCF_045207255.1_oriented.gtf	8.575285167554297e-16	True	5.269233254784954e-16	8.575285167554297e-16	True	0.1489006787885746
GCF_045207265.1	Streptomyces sp. NBC_00649 (strain=NBC_00649)	NZ_CP109037.1	real_real		5099875	10292492	0.4954946770908348	central	4450	2435	2015	0.547191011235955	322	233	89	0.7236024844720497	0.17641147323609463	1.185328286526323e-11	2.370656573052646e-11	4449	2479	1970	0.5572038660373118	332	233	99	0.7018072289156626	0.14460336287835085	1.4326161350169908e-08	2.8652322700339815e-08	8899	4914	654	466	1.804269416000947e-18	0.1603413502462051	gtf_oriented/GCF_045207265.1_oriented.gtf	1.2540170858172329e-17	True	1.804269416000947e-18	1.2540170858172329e-17	True	0.16050741805722274
GCF_045207275.1	Streptomyces sp. NBC_00658 (strain=NBC_00658)	NZ_CP109032.1	real_real		5313357	10851954	0.48962214546799593	central	4410	2387	2023	0.5412698412698412	315	225	90	0.7142857142857143	0.17301587301587307	5.406466535061809e-11	1.0812933070123618e-10	4747	2699	2048	0.5685696229197388	334	235	99	0.7035928143712575	0.13502319145151875	9.989420392326078e-08	1.9978840784652156e-07	9157	5086	649	460	6.81867765993916e-17	0.15336066121331815	gtf_oriented/GCF_045207275.1_oriented.gtf	1.659167600813049e-16	True	6.81867765993916e-17	1.659167600813049e-16	True	0.1540195322336959
GCF_045207285.1	Streptomyces sp. NBC_00715 (strain=NBC_00715)	NZ_CP108990.1	real_real		4716027	9532372	0.4947380358215143	central	3862	2089	1773	0.5409114448472294	315	228	87	0.7238095238095238	0.18289807896229437	3.104316696014079e-12	6.208633392028158e-12	4106	2366	1740	0.5762299074525086	329	230	99	0.6990881458966566	0.122858238444148	1.1828261890937972e-06	2.3656523781875944e-06	7968	4455	644	458	1.0197628711688094e-16	0.1520686784404699	gtf_oriented/GCF_045207285.1_oriented.gtf	2.319822227722174e-16	True	1.0197628711688094e-16	2.319822227722174e-16	True	0.1528781587032212
GCF_045207295.1	Streptomyces sp. NBC_00826 (strain=NBC_00826)	NZ_CP108873.1	real_real		5075213	9691013	0.523703043221591	central	4361	2478	1883	0.5682182985553772	330	226	104	0.6848484848484848	0.11663018629310762	4.249863829356476e-06	8.499727658712952e-06	3973	2278	1695	0.5733702491819783	307	229	78	0.745928338762215	0.17255808958023666	4.8640142504278806e-11	9.728028500855761e-11	8334	4756	637	455	5.404518499001153e-15	0.14361136823339848	gtf_oriented/GCF_045207295.1_oriented.gtf	6.867795739057141e-15	True	5.404518499001153e-15	6.867795739057141e-15	True	0.14459413793667214
GCF_045207305.1	Streptomyces sp. NBC_00842 (strain=NBC_00842)	NZ_CP108850.1	real_real		4751868	9393101	0.505889162695046	central	3987	2292	1695	0.5748683220466516	336	230	106	0.6845238095238095	0.10965548747715792	1.079025304433823e-05	2.158050608867646e-05	3625	2060	1565	0.5682758620689655	306	230	76	0.7516339869281046	0.18335812485913905	2.7504256997471012e-12	5.5008513994942024e-12	7612	4352	642	460	1.8924607810982737e-15	0.14478205424129464	gtf_oriented/GCF_045207305.1_oriented.gtf	2.662992911209875e-15	True	1.8924607810982737e-15	2.662992911209875e-15	True	0.14650680616814848
GCF_045207325.1	Streptomyces sp. NBC_00846 (strain=NBC_00846)	NZ_CP108846.1	real_real		4511880	8227241	0.548407418720322	central	3819	2123	1696	0.5559046870908615	331	226	105	0.6827794561933535	0.12687476910249196	5.638472490570655e-07	1.127694498114131e-06	3165	1777	1388	0.5614533965244866	302	227	75	0.7516556291390728	0.19020223261458624	5.031236148149504e-13	1.0062472296299008e-12	6984	3900	633	453	1.1748993649165136e-17	0.15722056644028592	gtf_oriented/GCF_045207325.1_oriented.gtf	4.3988791698362324e-17	True	1.1748993649165136e-17	4.3988791698362324e-17	True	0.1585385008585391
GCF_045207345.1	Streptomyces chartreusis (strain=NBC_00851)	NZ_CP108840.1	real_real		5215156	9210269	0.5662327560682539	central	4545	2435	2110	0.5357535753575358	313	224	89	0.7156549520766773	0.17990137671914153	1.2158489890863012e-11	2.4316979781726024e-11	3357	1991	1366	0.5930890676198988	328	226	102	0.6890243902439024	0.09593532262400362	0.0001026080211418051	0.0002052160422836102	7902	4426	641	450	1.0836762055317737e-14	0.14191671691165286	gtf_oriented/GCF_045207345.1_oriented.gtf	1.2983473014847345e-14	True	1.0836762055317737e-14	1.2983473014847345e-14	True	0.13791834967157257
GCF_045207395.1	Streptomyces chartreusis (strain=NBC_00865)	NZ_CP108820.1	real_real		4925258	10070324	0.48908634915818	central	4290	2360	1930	0.5501165501165501	313	224	89	0.7156549520766773	0.16553840196012715	3.3581818532597054e-10	6.716363706519411e-10	4277	2456	1821	0.5742342763619359	329	226	103	0.6869300911854104	0.11269581482347446	8.36422076198076e-06	1.672844152396152e-05	8567	4816	642	450	4.505859946527504e-14	0.13877746493008924	gtf_oriented/GCF_045207395.1_oriented.gtf	5.056531501098662e-14	True	4.505859946527504e-14	5.056531501098662e-14	True	0.1391171083918008
GCF_045207405.1	Streptomyces canus (strain=NBC_00866)	NZ_CP108818.1	real_real		5146514	10631592	0.4840774551920352	central	4493	2398	2095	0.5337191186289784	317	227	90	0.7160883280757098	0.1823692094467314	4.636326266178667e-12	9.272652532357333e-12	4785	2697	2088	0.5636363636363636	329	227	102	0.6899696048632219	0.1263332412268583	7.882233555742889e-07	1.5764467111485778e-06	9278	5095	646	454	8.861029948286287e-17	0.15363785432031696	gtf_oriented/GCF_045207405.1_oriented.gtf	2.0656483720833977e-16	True	8.861029948286287e-17	2.0656483720833977e-16	True	0.15435122533679485
GCF_045207415.1	Streptomyces sp. NBC_00873 (strain=NBC_00873)	NZ_CP108803.1	real_real		4666178	9405312	0.49612155343703646	central	3579	2049	1530	0.5725062866722548	332	226	106	0.6807228915662651	0.1082166048940103	1.46363277893459e-05	2.92726555786918e-05	4036	2261	1775	0.5602081268582755	310	234	76	0.7548387096774194	0.19463058281914392	1.1770800952611147e-13	2.3541601905222293e-13	7615	4310	642	460	1.6542722696082234e-16	0.15052272220551743	gtf_oriented/GCF_045207415.1_oriented.gtf	3.352183617985453e-16	True	1.6542722696082234e-16	3.352183617985453e-16	True	0.1514235938565771
GCF_045207435.1	Streptomyces sp. NBC_00876 (strain=NBC_00876)	NZ_CP108800.1	real_real		4319372	8495270	0.508444346089059	central	3627	2073	1554	0.5715467328370554	334	227	107	0.6796407185628742	0.10809398572581885	1.4331623565465695e-05	2.866324713093139e-05	3523	1986	1537	0.5637240987794493	303	227	76	0.7491749174917491	0.18545081871229985	2.1266318923398003e-12	4.253263784679601e-12	7150	4059	637	454	2.1077754049607815e-15	0.14502354788069072	gtf_oriented/GCF_045207435.1_oriented.gtf	2.9138257796051245e-15	True	2.1077754049607815e-15	2.9138257796051245e-15	True	0.14677240221905935
GCF_045207445.1	Streptomyces sp. NBC_00879 (strain=NBC_00879)	NZ_CP108799.1	real_real		4556678	8553543	0.5327240419554797	central	3939	2111	1828	0.5359228230515359	312	225	87	0.7211538461538461	0.1852310231023102	2.425825430391868e-12	4.851650860783736e-12	3468	2047	1421	0.5902537485582469	317	229	88	0.722397476340694	0.1321437277824471	2.0868119422863797e-07	4.1736238845727593e-07	7407	4158	629	454	3.587091483128074e-18	0.16041972928542858	gtf_oriented/GCF_045207445.1_oriented.gtf	1.9284449084509052e-17	True	3.587091483128074e-18	1.9284449084509052e-17	True	0.15868737544237865
GCF_045207465.1	Streptomyces sp. NBC_00882 (strain=NBC_00882)	NZ_CP108797.1	real_real		5369775	10957314	0.49006307567712304	central	4557	2448	2109	0.5371955233706386	319	228	91	0.7147335423197492	0.1775380189491106	1.389258099299544e-11	2.778516198599088e-11	4852	2748	2104	0.5663643858202803	328	227	101	0.6920731707317073	0.125708784911427	9.11674284136995e-07	1.82334856827399e-06	9409	5196	647	455	2.653677867692058e-16	0.1510085299303192	gtf_oriented/GCF_045207465.1_oriented.gtf	4.902095091859924e-16	True	2.653677867692058e-16	4.902095091859924e-16	True	0.1516234019302688
GCF_045207475.1	Streptomyces sp. NBC_00885 (strain=NBC_00885)	NZ_CP108796.1	real_real		4518259	8737832	0.5170915394116069	central	3974	2131	1843	0.5362355309511827	313	226	87	0.7220447284345048	0.18580919748332214	1.9207573404732083e-12	3.8415146809464166e-12	3653	2181	1472	0.5970435258691487	318	230	88	0.7232704402515723	0.12622691438242362	6.469351287944335e-07	1.293870257588867e-06	7627	4312	631	456	1.3499290785102806e-17	0.15730253497199143	gtf_oriented/GCF_045207475.1_oriented.gtf	4.838207352609496e-17	True	1.3499290785102806e-17	4.838207352609496e-17	True	0.15601805593287288
GCF_045207585.1	Streptomyces sp. NBC_00887 (strain=NBC_00887)	NZ_CP108788.1	real_real		5879206	10003688	0.587703854818343	central	3187	1823	1364	0.5720112958895514	330	226	104	0.6848484848484848	0.11283718895893347	6.0901354631931785e-06	1.2180270926386357e-05	3557	2038	1519	0.5729547371380377	306	229	77	0.7483660130718954	0.17541127593385775	2.0451137940954057e-11	4.0902275881908113e-11	6744	3861	636	455	4.149331059178847e-15	0.14289990823429355	gtf_oriented/GCF_045207585.1_oriented.gtf	5.386850848758503e-15	True	4.149331059178847e-15	5.386850848758503e-15	True	0.1441242324463956
GCF_045207775.1	Streptomyces sp. NBC_00891 (strain=NBC_00891)	NZ_CP108779.1	real_real		3811393	7567368	0.503661642991328	central	3316	1935	1381	0.5835343787696019	327	224	103	0.6850152905198776	0.10148091175027574	4.578479953295375e-05	9.15695990659075e-05	3208	1823	1385	0.5682668329177057	302	226	76	0.7483443708609272	0.18007753794322146	7.338567909413554e-12	1.4677135818827108e-11	6524	3758	629	450	2.251572416539557e-14	0.13939432634206672	gtf_oriented/GCF_045207775.1_oriented.gtf	2.5962219065139898e-14	True	2.251572416539557e-14	2.5962219065139898e-14	True	0.1407792248467486
GCF_045207925.1	Streptomyces platensis (strain=NBC_00999)	NZ_CP108718.1	real_real		4192813	8473362	0.4948228341949748	central	3559	1964	1595	0.551840404608036	276	175	101	0.6340579710144928	0.08221756640645683	0.0024418595809544	0.0048837191619088	3624	2055	1569	0.5670529801324503	330	259	71	0.7848484848484848	0.21779550471603448	3.428504905121528e-18	6.857009810243056e-18	7183	4019	606	434	8.866853107512201e-17	0.156656094399639	gtf_oriented/GCF_045207925.1_oriented.gtf	2.0656483720833977e-16	True	8.866853107512201e-17	2.0656483720833977e-16	True	0.15000653556124566
GCF_045208065.1	Streptomyces anulatus (strain=NBC_01414)	NZ_CP109522.1	real_real		4236602	8572491	0.49420897613074194	central	3718	2165	1553	0.5823023130715438	323	231	92	0.7151702786377709	0.13286796556622715	1.6579920426454434e-07	3.315984085290887e-07	3716	2063	1653	0.5551668460710442	311	223	88	0.7170418006430869	0.1618749545720427	6.897243647124796e-10	1.3794487294249593e-09	7434	4228	634	454	9.497935364896703e-16	0.1473500983205308	gtf_oriented/GCF_045208065.1_oriented.gtf	1.4326621929304618e-15	True	9.497935364896703e-16	1.4326621929304618e-15	True	0.14737146006913493
GCF_045208155.1	Streptomyces niveus (strain=NBC 01542)	NZ_CP109389.1	real_real		4119869	8714621	0.47275366306807837	central	3662	2022	1640	0.5521572910977608	313	225	88	0.7188498402555911	0.16669254915783027	1.8800717195044493e-10	3.7601434390088986e-10	3956	2298	1658	0.5808897876643074	313	223	90	0.7124600638977636	0.13157027623345618	3.7483193029974764e-07	7.496638605994953e-07	7618	4320	626	448	9.667390677611403e-16	0.14857697885535937	gtf_oriented/GCF_045208155.1_oriented.gtf	1.456476344004209e-15	True	9.667390677611403e-16	1.456476344004209e-15	True	0.14913141269564323
GCF_045208205.1	Streptomyces anulatus (strain=NBC 01543)	NZ_CP109387.1	real_real		4177951	8653162	0.48282361985133293	central	3611	2020	1591	0.5594018277485461	323	231	92	0.7151702786377709	0.15576845088922486	1.2362383663613396e-09	2.4724767327226793e-09	3799	2139	1660	0.5630429060279021	311	222	89	0.7138263665594855	0.15078346053158342	8.435915622431302e-09	1.6871831244862603e-08	7410	4159	634	453	8.012136739057147e-17	0.15324248500406557	gtf_oriented/GCF_045208205.1_oriented.gtf	1.9089522760859642e-16	True	8.012136739057147e-17	1.9089522760859642e-16	True	0.15327595571040414
GCF_045208325.1	Streptomyces atratus (strain=NBC 01545)	NZ_CP109381.1	real_real		3731684	7487847	0.49836541798997763	central	3260	1798	1462	0.5515337423312884	360	264	96	0.7333333333333333	0.1817995910020449	4.3601292699840873e-14	8.720258539968175e-14	3214	1844	1370	0.5737398879900436	273	189	84	0.6923076923076923	0.11856780431764868	1.756533345343354e-05	3.513066690686708e-05	6474	3642	633	453	5.602087092847914e-17	0.15308188642283305	gtf_oriented/GCF_045208325.1_oriented.gtf	1.429498085761192e-16	True	5.602087092847914e-17	1.429498085761192e-16	True	0.1501836976598468
GCF_045208355.1	Streptomyces sp. NBC_01546 (strain=NBC_01546)	NZ_CP109379.1	real_real		4181293	8512197	0.49121196325695937	central	3652	2100	1552	0.5750273822562979	321	225	96	0.7009345794392523	0.1259071971829544	8.058668062355214e-07	1.6117336124710428e-06	3803	2105	1698	0.5535103865369445	304	224	80	0.7368421052631579	0.18333171872621334	5.215593219092514e-12	1.0431186438185028e-11	7455	4205	625	449	7.670503184849808e-17	0.15434902749832335	gtf_oriented/GCF_045208355.1_oriented.gtf	1.8450273435068947e-16	True	7.670503184849808e-17	1.8450273435068947e-16	True	0.15461945795458387
GCF_045208365.1	Streptomyces sp. NBC_01547 (strain=NBC_01547)	NZ_CP109377.1	real_real		4408042	8895899	0.4955139441218926	central	3935	2190	1745	0.5565438373570522	307	224	83	0.7296416938110749	0.17309785645402276	6.021400131438747e-11	1.2042800262877495e-10	3757	2129	1628	0.5666755389938781	322	233	89	0.7236024844720497	0.15692694547817154	9.34469129239328e-10	1.868938258478656e-09	7692	4319	629	457	4.1208018598173974e-19	0.16505761979286804	gtf_oriented/GCF_045208365.1_oriented.gtf	4.890536546839892e-18	True	4.1208018598173974e-19	4.890536546839892e-18	True	0.16501240096609715
GCF_045208375.1	Streptomyces sp. NBC_01550 (strain=NBC_01550)	NZ_CP109376.1	real_real		4368661	9178377	0.47597314862965423	central	3716	2118	1598	0.569967707212056	326	237	89	0.7269938650306749	0.15702615781861884	6.508201677178789e-10	1.3016403354357577e-09	4162	2324	1838	0.5583853916386353	311	221	90	0.7106109324758842	0.15222554083724893	7.382420296364384e-09	1.4764840592728769e-08	7878	4442	637	458	3.021522550087175e-17	0.155146597862298	gtf_oriented/GCF_045208375.1_oriented.gtf	8.67825426486225e-17	True	3.021522550087175e-17	8.67825426486225e-17	True	0.15462584932793388
GCF_045208405.1	Streptomyces anulatus (strain=NBC 01556)	NZ_CP109368.1	real_real		4001460	8424484	0.47497983259271426	central	3428	1950	1478	0.5688448074679113	323	231	92	0.7151702786377709	0.1463254711698596	9.18109215419937e-09	1.836218430839874e-08	3756	2098	1658	0.5585729499467519	311	223	88	0.7170418006430869	0.15846885069633498	1.5003266005468016e-09	3.0006532010936032e-09	7184	4048	634	454	9.075337606839696e-17	0.15261394054787014	gtf_oriented/GCF_045208405.1_oriented.gtf	2.1005149476228247e-16	True	9.075337606839696e-17	2.1005149476228247e-16	True	0.1523971609330973
